theta,q,theta_via_q,y_rep
0.69210883,0.84605442,0.69210883,86.0
0.66298144,0.83149072,0.66298144,84.0
0.65606261,0.82803131,0.65606261,85.0
0.70391388,0.85195694,0.70391388,87.0
0.72553951,0.86276976,0.72553951,85.0
0.69585756,0.84792878,0.69585756,82.0
0.70896939,0.85448469,0.70896939,88.0
0.76407247,0.88203623,0.76407247,87.0
0.61100885,0.80550442,0.61100885,70.0
0.57620978,0.78810489,0.57620978,75.0
0.56089593,0.78044796,0.56089593,78.0
0.63087624,0.81543812,0.63087624,78.0
0.66372505,0.83186253,0.66372505,83.0
0.48605862,0.74302931,0.48605862,71.0
0.49820138,0.74910069,0.49820138,66.0
0.48773922,0.74386961,0.48773922,76.0
0.53086993,0.76543496,0.53086993,79.0
0.49979173,0.74989586,0.49979173,80.0
0.50471318,0.75235659,0.50471318,69.0
0.50824851,0.75412426,0.50824851,74.0
0.56569184,0.78284592,0.56569184,80.0
0.62583605,0.81291803,0.62583605,80.0
0.61248723,0.80624361,0.61248723,81.0
0.57040334,0.78520167,0.57040334,85.0
0.62107866,0.81053933,0.62107866,88.0
0.62652853,0.81326426,0.62652853,76.0
0.62043931,0.81021965,0.62043931,85.0
0.45401484,0.72700742,0.45401484,69.0
0.63020975,0.81510488,0.63020975,86.0
0.63646497,0.81823249,0.63646497,83.0
0.66888403,0.83444201,0.66888403,82.0
0.65681978,0.82840989,0.65681978,91.0
0.57401624,0.78700812,0.57401624,85.0
0.44563491,0.72281745,0.44563491,69.0
0.5489033,0.77445165,0.5489033,72.0
0.6101336,0.8050668,0.6101336,79.0
0.69969688,0.84984844,0.69969688,86.0
0.65537811,0.82768906,0.65537811,89.0
0.67795516,0.83897758,0.67795516,85.0
0.6450072,0.8225036,0.6450072,86.0
0.63809298,0.81904649,0.63809298,82.0
0.64310753,0.82155377,0.64310753,86.0
0.59260766,0.79630383,0.59260766,79.0
0.59307909,0.79653955,0.59307909,79.0
0.59223365,0.79611683,0.59223365,77.0
0.59223365,0.79611683,0.59223365,78.0
0.57999197,0.78999599,0.57999197,78.0
0.57754129,0.78877064,0.57754129,82.0
0.47708062,0.73854031,0.47708062,72.0
0.54531742,0.77265871,0.54531742,73.0
0.64182636,0.82091318,0.64182636,86.0
0.6553474,0.8276737,0.6553474,82.0
0.59339293,0.79669646,0.59339293,76.0
0.58692805,0.79346402,0.58692805,78.0
0.56974616,0.78487308,0.56974616,67.0
0.65651209,0.82825605,0.65651209,81.0
0.63914138,0.81957069,0.63914138,82.0
0.62114275,0.81057138,0.62114275,78.0
0.58809541,0.79404771,0.58809541,81.0
0.53732431,0.76866215,0.53732431,79.0
0.57767749,0.78883875,0.57767749,85.0
0.55648419,0.77824209,0.55648419,81.0
0.61320942,0.80660471,0.61320942,88.0
0.55138525,0.77569262,0.55138525,79.0
0.6397551,0.81987755,0.6397551,75.0
0.61982694,0.80991347,0.61982694,75.0
0.63527182,0.81763591,0.63527182,85.0
0.55457519,0.7772876,0.55457519,79.0
0.60347868,0.80173934,0.60347868,85.0
0.57288591,0.78644296,0.57288591,81.0
0.57288591,0.78644296,0.57288591,78.0
0.60790682,0.80395341,0.60790682,77.0
0.36439011,0.68219506,0.36439011,85.0
0.60416317,0.80208158,0.60416317,85.0
0.55961847,0.77980923,0.55961847,80.0
0.633538,0.816769,0.633538,79.0
0.64341399,0.82170699,0.64341399,74.0
0.54679399,0.77339699,0.54679399,81.0
0.53428159,0.7671408,0.53428159,72.0
0.53327123,0.76663561,0.53327123,77.0
0.51925758,0.75962879,0.51925758,74.0
0.47550534,0.73775267,0.47550534,71.0
0.42952756,0.71476378,0.42952756,65.0
0.49487686,0.74743843,0.49487686,78.0
0.62895949,0.81447974,0.62895949,82.0
0.55035663,0.77517832,0.55035663,78.0
0.74151937,0.87075969,0.74151937,85.0
0.71065387,0.85532693,0.71065387,86.0
0.6997664,0.8498832,0.6997664,87.0
0.71148185,0.85574092,0.71148185,90.0
0.60388345,0.80194173,0.60388345,78.0
0.53331687,0.76665844,0.53331687,76.0
0.65617453,0.82808726,0.65617453,81.0
0.6728448,0.8364224,0.6728448,85.0
0.57403013,0.78701507,0.57403013,76.0
0.59945414,0.79972707,0.59945414,77.0
0.61651472,0.80825736,0.61651472,83.0
0.57543813,0.78771906,0.57543813,80.0
0.5991581,0.79957905,0.5991581,83.0
0.72541291,0.86270645,0.72541291,79.0
0.73619289,0.86809645,0.73619289,93.0
0.65657916,0.82828958,0.65657916,87.0
0.63962351,0.81981175,0.63962351,83.0
0.62776104,0.81388052,0.62776104,79.0
0.59713587,0.79856793,0.59713587,76.0
0.55746363,0.77873181,0.55746363,78.0
0.63741259,0.81870629,0.63741259,83.0
0.49761471,0.74880736,0.49761471,78.0
0.50716677,0.75358338,0.50716677,79.0
0.49223311,0.74611656,0.49223311,70.0
0.51132989,0.75566495,0.51132989,75.0
0.66130312,0.83065156,0.66130312,82.0
0.48254321,0.74127161,0.48254321,78.0
0.64653506,0.82326753,0.64653506,84.0
0.64110975,0.82055488,0.64110975,76.0
0.64110975,0.82055488,0.64110975,82.0
0.65119862,0.82559931,0.65119862,77.0
0.56201008,0.78100504,0.56201008,78.0
0.56782158,0.78391079,0.56782158,70.0
0.62041194,0.81020597,0.62041194,85.0
0.67608065,0.83804033,0.67608065,80.0
0.44662432,0.72331216,0.44662432,72.0
0.44369226,0.72184613,0.44369226,80.0
0.55647367,0.77823683,0.55647367,82.0
0.63476168,0.81738084,0.63476168,80.0
0.57503065,0.78751532,0.57503065,78.0
0.62063686,0.81031843,0.62063686,81.0
0.5148249,0.75741245,0.5148249,68.0
0.55904352,0.77952176,0.55904352,85.0
0.4851779,0.74258895,0.4851779,73.0
0.49595461,0.74797731,0.49595461,67.0
0.50944457,0.75472229,0.50944457,76.0
0.64366774,0.82183387,0.64366774,73.0
0.64980604,0.82490302,0.64980604,85.0
0.58037122,0.79018561,0.58037122,80.0
0.5816028,0.7908014,0.5816028,79.0
0.62595469,0.81297735,0.62595469,80.0
0.59252203,0.79626101,0.59252203,76.0
0.58310893,0.79155446,0.58310893,78.0
0.60409705,0.80204853,0.60409705,76.0
0.43040088,0.71520044,0.43040088,83.0
0.44927522,0.72463761,0.44927522,69.0
0.44658305,0.72329152,0.44658305,75.0
0.68738651,0.84369325,0.68738651,84.0
0.66711904,0.83355952,0.66711904,79.0
0.64975602,0.82487801,0.64975602,82.0
0.540023,0.7700115,0.540023,70.0
0.61594346,0.80797173,0.61594346,80.0
0.57411392,0.78705696,0.57411392,75.0
0.53738818,0.76869409,0.53738818,78.0
0.51337113,0.75668556,0.51337113,75.0
0.65165838,0.82582919,0.65165838,91.0
0.64333834,0.82166917,0.64333834,85.0
0.623342,0.811671,0.623342,87.0
0.58795179,0.7939759,0.58795179,72.0
0.57184233,0.78592117,0.57184233,77.0
0.5999499,0.79997495,0.5999499,77.0
0.65351424,0.82675712,0.65351424,88.0
0.60033182,0.80016591,0.60033182,78.0
0.63936165,0.81968082,0.63936165,78.0
0.64724086,0.82362043,0.64724086,79.0
0.6227957,0.81139785,0.6227957,77.0
0.55637497,0.77818748,0.55637497,75.0
0.44585831,0.72292915,0.44585831,74.0
0.46049453,0.73024727,0.46049453,68.0
0.42934617,0.71467309,0.42934617,75.0
0.44921472,0.72460736,0.44921472,71.0
0.52699763,0.76349882,0.52699763,76.0
0.5254914,0.7627457,0.5254914,79.0
0.50604923,0.75302461,0.50604923,72.0
0.52137324,0.76068662,0.52137324,75.0
0.62894891,0.81447446,0.62894891,84.0
0.58998076,0.79499038,0.58998076,80.0
0.487446,0.743723,0.487446,78.0
0.67125425,0.83562713,0.67125425,85.0
0.6633226,0.8316613,0.6633226,87.0
0.66633249,0.83316624,0.66633249,84.0
0.65297366,0.82648683,0.65297366,74.0
0.6139537,0.80697685,0.6139537,83.0
0.54885239,0.7744262,0.54885239,73.0
0.64687074,0.82343537,0.64687074,82.0
0.53393938,0.76696969,0.53393938,84.0
0.5551381,0.77756905,0.5551381,80.0
0.60766165,0.80383082,0.60766165,83.0
0.69409313,0.84704656,0.69409313,84.0
0.59068813,0.79534407,0.59068813,88.0
0.60063867,0.80031934,0.60063867,79.0
0.637293,0.8186465,0.637293,80.0
0.66630051,0.83315025,0.66630051,82.0
0.59337973,0.79668987,0.59337973,85.0
0.55724418,0.77862209,0.55724418,77.0
0.39988789,0.69994395,0.39988789,71.0
0.43328495,0.71664248,0.43328495,72.0
0.51124114,0.75562057,0.51124114,75.0
0.47275329,0.73637664,0.47275329,78.0
0.68400919,0.8420046,0.68400919,83.0
0.6680474,0.8340237,0.6680474,82.0
0.49936289,0.74968144,0.49936289,83.0
0.56779322,0.78389661,0.56779322,86.0
0.64496228,0.82248114,0.64496228,82.0
0.64611617,0.82305809,0.64611617,83.0
0.56324208,0.78162104,0.56324208,77.0
0.62041227,0.81020614,0.62041227,72.0
0.62411154,0.81205577,0.62411154,81.0
0.61143879,0.80571939,0.61143879,80.0
0.66080845,0.83040423,0.66080845,77.0
0.66903678,0.83451839,0.66903678,82.0
0.62486169,0.81243085,0.62486169,82.0
0.66256422,0.83128211,0.66256422,83.0
0.53764102,0.76882051,0.53764102,79.0
0.51000777,0.75500388,0.51000777,81.0
0.52787126,0.76393563,0.52787126,82.0
0.67827721,0.8391386,0.67827721,89.0
0.6097234,0.8048617,0.6097234,87.0
0.57567847,0.78783923,0.57567847,79.0
0.58514441,0.7925722,0.58514441,79.0
0.57313592,0.78656796,0.57313592,84.0
0.57615237,0.78807618,0.57615237,79.0
0.62630674,0.81315337,0.62630674,82.0
0.62252741,0.8112637,0.62252741,85.0
0.58002261,0.79001131,0.58002261,78.0
0.58002261,0.79001131,0.58002261,82.0
0.57915765,0.78957883,0.57915765,87.0
0.58292676,0.79146338,0.58292676,76.0
0.70409518,0.85204759,0.70409518,82.0
0.70567681,0.8528384,0.70567681,88.0
0.70457414,0.85228707,0.70457414,82.0
0.68261671,0.84130836,0.68261671,81.0
0.52371181,0.7618559,0.52371181,77.0
0.6688178,0.8344089,0.6688178,84.0
0.76627657,0.88313828,0.76627657,86.0
0.74430355,0.87215178,0.74430355,82.0
0.77157407,0.88578704,0.77157407,85.0
0.73551026,0.86775513,0.73551026,89.0
0.52531026,0.76265513,0.52531026,77.0
0.53689716,0.76844858,0.53689716,79.0
0.63519532,0.81759766,0.63519532,86.0
0.70761211,0.85380606,0.70761211,90.0
0.65978201,0.829891,0.65978201,84.0
0.52934622,0.76467311,0.52934622,81.0
0.55974895,0.77987448,0.55974895,68.0
0.60856939,0.80428469,0.60856939,80.0
0.60555729,0.80277865,0.60555729,83.0
0.60555729,0.80277865,0.60555729,85.0
0.60936095,0.80468048,0.60936095,84.0
0.60555435,0.80277718,0.60555435,81.0
0.57423988,0.78711994,0.57423988,85.0
0.49507179,0.74753589,0.49507179,75.0
0.59351702,0.79675851,0.59351702,80.0
0.59786925,0.79893463,0.59786925,77.0
0.47351216,0.73675608,0.47351216,73.0
0.56878113,0.78439056,0.56878113,78.0
0.68710961,0.84355481,0.68710961,82.0
0.53270963,0.76635481,0.53270963,78.0
0.60511598,0.80255799,0.60511598,74.0
0.56017591,0.78008795,0.56017591,86.0
0.62683188,0.81341594,0.62683188,86.0
0.65811555,0.82905777,0.65811555,74.0
0.70168559,0.85084279,0.70168559,78.0
0.67408738,0.83704369,0.67408738,81.0
0.39586123,0.69793061,0.39586123,70.0
0.76642945,0.88321473,0.76642945,91.0
0.71410556,0.85705278,0.71410556,85.0
0.70993156,0.85496578,0.70993156,82.0
0.61123536,0.80561768,0.61123536,79.0
0.5842843,0.79214215,0.5842843,72.0
0.52683817,0.76341909,0.52683817,77.0
0.51879168,0.75939584,0.51879168,72.0
0.51097157,0.75548578,0.51097157,77.0
0.57848799,0.78924399,0.57848799,73.0
0.5219528,0.7609764,0.5219528,74.0
0.59061837,0.79530919,0.59061837,80.0
0.62663537,0.81331768,0.62663537,80.0
0.58628809,0.79314404,0.58628809,75.0
0.60489429,0.80244715,0.60489429,76.0
0.66185681,0.83092841,0.66185681,81.0
0.64705658,0.82352829,0.64705658,83.0
0.64517408,0.82258704,0.64517408,89.0
0.65946216,0.82973108,0.65946216,80.0
0.61266363,0.80633181,0.61266363,79.0
0.57398477,0.78699238,0.57398477,81.0
0.53141634,0.76570817,0.53141634,72.0
0.62953188,0.81476594,0.62953188,88.0
0.62799408,0.81399704,0.62799408,82.0
0.67333171,0.83666585,0.67333171,87.0
0.69683528,0.84841764,0.69683528,82.0
0.57097973,0.78548986,0.57097973,78.0
0.59336119,0.79668059,0.59336119,79.0
0.51599329,0.75799664,0.51599329,81.0
0.51743036,0.75871518,0.51743036,78.0
0.65083131,0.82541566,0.65083131,82.0
0.64578886,0.82289443,0.64578886,88.0
0.55352277,0.77676138,0.55352277,81.0
0.59250633,0.79625317,0.59250633,72.0
0.48208352,0.74104176,0.48208352,77.0
0.47793906,0.73896953,0.47793906,76.0
0.45580311,0.72790156,0.45580311,76.0
0.47878008,0.73939004,0.47878008,72.0
0.47885961,0.73942981,0.47885961,67.0
0.49475291,0.74737645,0.49475291,73.0
0.51435982,0.75717991,0.51435982,75.0
0.64156607,0.82078304,0.64156607,84.0
0.64604939,0.82302469,0.64604939,81.0
0.65853066,0.82926533,0.65853066,83.0
0.64864073,0.82432037,0.64864073,85.0
0.61056428,0.80528214,0.61056428,78.0
0.61524443,0.80762221,0.61524443,84.0
0.68101848,0.84050924,0.68101848,84.0
0.62203898,0.81101949,0.62203898,90.0
0.61120089,0.80560045,0.61120089,80.0
0.61880804,0.80940402,0.61880804,85.0
0.6200196,0.8100098,0.6200196,83.0
0.54678442,0.77339221,0.54678442,76.0
0.64805741,0.8240287,0.64805741,85.0
0.5871375,0.79356875,0.5871375,75.0
0.6272692,0.8136346,0.6272692,79.0
0.55734942,0.77867471,0.55734942,76.0
0.64204706,0.82102353,0.64204706,78.0
0.58825197,0.79412598,0.58825197,75.0
0.60561195,0.80280598,0.60561195,78.0
0.6354519,0.81772595,0.6354519,82.0
0.58287645,0.79143822,0.58287645,78.0
0.62749244,0.81374622,0.62749244,85.0
0.62659921,0.8132996,0.62659921,84.0
0.73115819,0.8655791,0.73115819,89.0
0.72281921,0.86140961,0.72281921,86.0
0.75745729,0.87872864,0.75745729,82.0
0.75820981,0.8791049,0.75820981,81.0
0.7378052,0.8689026,0.7378052,81.0
0.76547538,0.88273769,0.76547538,86.0
0.79513815,0.89756907,0.79513815,91.0
0.72928386,0.86464193,0.72928386,87.0
0.71579439,0.85789719,0.71579439,82.0
0.64820743,0.82410371,0.64820743,78.0
0.60436611,0.80218306,0.60436611,82.0
0.64817673,0.82408836,0.64817673,77.0
0.48234933,0.74117467,0.48234933,78.0
0.52707548,0.76353774,0.52707548,69.0
0.65946667,0.82973333,0.65946667,79.0
0.55940452,0.77970226,0.55940452,72.0
0.56323858,0.78161929,0.56323858,79.0
0.42107912,0.71053956,0.42107912,70.0
0.59779743,0.79889871,0.59779743,79.0
0.55089698,0.77544849,0.55089698,77.0
0.65520753,0.82760377,0.65520753,82.0
0.47877767,0.73938883,0.47877767,76.0
0.49507543,0.74753772,0.49507543,74.0
0.69852492,0.84926246,0.69852492,79.0
0.44503815,0.72251908,0.44503815,75.0
0.44551475,0.72275737,0.44551475,58.0
0.42568215,0.71284107,0.42568215,64.0
0.4101693,0.70508465,0.4101693,78.0
0.43565942,0.71782971,0.43565942,78.0
0.53993526,0.76996763,0.53993526,73.0
0.7063808,0.8531904,0.7063808,84.0
0.70502072,0.85251036,0.70502072,81.0
0.62714179,0.8135709,0.62714179,79.0
0.63795152,0.81897576,0.63795152,84.0
0.69348721,0.8467436,0.69348721,88.0
0.49708346,0.74854173,0.49708346,74.0
0.52096665,0.76048333,0.52096665,74.0
0.53540197,0.76770098,0.53540197,79.0
0.61738586,0.80869293,0.61738586,84.0
0.56762093,0.78381046,0.56762093,81.0
0.65362667,0.82681333,0.65362667,85.0
0.54057625,0.77028812,0.54057625,79.0
0.5270638,0.7635319,0.5270638,77.0
0.50739751,0.75369875,0.50739751,80.0
0.60305597,0.80152798,0.60305597,80.0
0.60259257,0.80129628,0.60259257,74.0
0.57077069,0.78538534,0.57077069,79.0
0.58066842,0.79033421,0.58066842,82.0
0.58795844,0.79397922,0.58795844,77.0
0.68769789,0.84384894,0.68769789,86.0
0.69555885,0.84777942,0.69555885,87.0
0.57554194,0.78777097,0.57554194,77.0
0.55620275,0.77810137,0.55620275,81.0
0.54534257,0.77267128,0.54534257,78.0
0.53439555,0.76719777,0.53439555,70.0
0.63694555,0.81847277,0.63694555,83.0
0.597603,0.7988015,0.597603,78.0
0.54381417,0.77190708,0.54381417,76.0
0.66173304,0.83086652,0.66173304,78.0
0.64447949,0.82223974,0.64447949,79.0
0.70328249,0.85164124,0.70328249,84.0
0.71361552,0.85680776,0.71361552,79.0
0.64455343,0.82227672,0.64455343,83.0
0.65999937,0.82999968,0.65999937,85.0
0.56042273,0.78021137,0.56042273,74.0
0.56464078,0.78232039,0.56464078,81.0
0.51754951,0.75877475,0.51754951,69.0
0.5710257,0.78551285,0.5710257,79.0
0.68668992,0.84334496,0.68668992,92.0
0.69714197,0.84857099,0.69714197,85.0
0.50764772,0.75382386,0.50764772,71.0
0.55329723,0.77664862,0.55329723,70.0
0.6067073,0.80335365,0.6067073,81.0
0.55434053,0.77717026,0.55434053,76.0
0.62280453,0.81140226,0.62280453,80.0
0.51084652,0.75542326,0.51084652,69.0
0.44381945,0.72190972,0.44381945,75.0
0.48726157,0.74363078,0.48726157,78.0
0.66111229,0.83055614,0.66111229,84.0
0.63663921,0.8183196,0.63663921,82.0
0.59288324,0.79644162,0.59288324,75.0
0.57478405,0.78739203,0.57478405,76.0
0.73146128,0.86573064,0.73146128,87.0
0.72118648,0.86059324,0.72118648,85.0
0.64414286,0.82207143,0.64414286,82.0
0.58917635,0.79458818,0.58917635,74.0
0.58917635,0.79458818,0.58917635,78.0
0.58494561,0.7924728,0.58494561,81.0
0.59511992,0.79755996,0.59511992,82.0
0.59511992,0.79755996,0.59511992,81.0
0.60803598,0.80401799,0.60803598,77.0
0.48733606,0.74366803,0.48733606,83.0
0.64349209,0.82174604,0.64349209,79.0
0.64913172,0.82456586,0.64913172,82.0
0.68154868,0.84077434,0.68154868,80.0
0.65253792,0.82626896,0.65253792,82.0
0.66385965,0.83192982,0.66385965,83.0
0.50793047,0.75396524,0.50793047,83.0
0.5393152,0.7696576,0.5393152,79.0
0.63750363,0.81875181,0.63750363,76.0
0.55281925,0.77640963,0.55281925,77.0
0.64476072,0.82238036,0.64476072,84.0
0.65047516,0.82523758,0.65047516,82.0
0.55778796,0.77889398,0.55778796,81.0
0.59467049,0.79733524,0.59467049,78.0
0.59678834,0.79839417,0.59678834,79.0
0.61003434,0.80501717,0.61003434,83.0
0.5795169,0.78975845,0.5795169,80.0
0.68637474,0.84318737,0.68637474,85.0
0.68830798,0.84415399,0.68830798,89.0
0.60442516,0.80221258,0.60442516,89.0
0.51778978,0.75889489,0.51778978,74.0
0.6047404,0.8023702,0.6047404,80.0
0.44371515,0.72185757,0.44371515,72.0
0.47056269,0.73528134,0.47056269,78.0
0.57622193,0.78811096,0.57622193,85.0
0.62834049,0.81417024,0.62834049,91.0
0.56341678,0.78170839,0.56341678,74.0
0.5389122,0.7694561,0.5389122,78.0
0.557482,0.778741,0.557482,78.0
0.63998076,0.81999038,0.63998076,80.0
0.60353415,0.80176707,0.60353415,86.0
0.6643811,0.83219055,0.6643811,76.0
0.66174313,0.83087156,0.66174313,79.0
0.53966071,0.76983036,0.53966071,81.0
0.63969205,0.81984603,0.63969205,91.0
0.57463011,0.78731506,0.57463011,73.0
0.61725117,0.80862559,0.61725117,86.0
0.60359364,0.80179682,0.60359364,80.0
0.57231539,0.7861577,0.57231539,82.0
0.56688306,0.78344153,0.56688306,83.0
0.57005745,0.78502873,0.57005745,75.0
0.47388731,0.73694365,0.47388731,72.0
0.42810983,0.71405491,0.42810983,70.0
0.39783917,0.69891959,0.39783917,81.0
0.42317787,0.71158894,0.42317787,77.0
0.47309611,0.73654806,0.47309611,77.0
0.62809283,0.81404642,0.62809283,83.0
0.56219657,0.78109828,0.56219657,74.0
0.62408962,0.81204481,0.62408962,79.0
0.63139922,0.81569961,0.63139922,79.0
0.57759203,0.78879602,0.57759203,83.0
0.61197259,0.8059863,0.61197259,85.0
0.65556808,0.82778404,0.65556808,83.0
0.64393267,0.82196633,0.64393267,75.0
0.63304931,0.81652466,0.63304931,81.0
0.51881298,0.75940649,0.51881298,78.0
0.51460561,0.7573028,0.51460561,80.0
0.53211232,0.76605616,0.53211232,79.0
0.52462486,0.76231243,0.52462486,78.0
0.63749365,0.81874682,0.63749365,85.0
0.63776533,0.81888266,0.63776533,86.0
0.68775875,0.84387937,0.68775875,89.0
0.62473067,0.81236533,0.62473067,73.0
0.62325139,0.81162569,0.62325139,82.0
0.52764378,0.76382189,0.52764378,79.0
0.67279951,0.83639975,0.67279951,94.0
0.65968236,0.82984118,0.65968236,79.0
0.64534908,0.82267454,0.64534908,84.0
0.71547088,0.85773544,0.71547088,87.0
0.69007278,0.84503639,0.69007278,88.0
0.6750839,0.83754195,0.6750839,79.0
0.52615015,0.76307507,0.52615015,77.0
0.56040397,0.78020199,0.56040397,74.0
0.66938734,0.83469367,0.66938734,87.0
0.67172362,0.83586181,0.67172362,75.0
0.70816611,0.85408305,0.70816611,84.0
0.34484222,0.67242111,0.34484222,61.0
0.36187351,0.68093675,0.36187351,71.0
0.39102653,0.69551326,0.39102653,68.0
0.39661069,0.69830534,0.39661069,80.0
0.68021301,0.8401065,0.68021301,73.0
0.75414469,0.87707235,0.75414469,92.0
0.76940305,0.88470152,0.76940305,93.0
0.75784489,0.87892245,0.75784489,91.0
0.75058319,0.87529159,0.75058319,90.0
0.55975571,0.77987785,0.55975571,80.0
0.55405714,0.77702857,0.55405714,78.0
0.62741256,0.81370628,0.62741256,88.0
0.57527276,0.78763638,0.57527276,89.0
0.69385415,0.84692708,0.69385415,82.0
0.60576513,0.80288256,0.60576513,74.0
0.55989584,0.77994792,0.55989584,71.0
0.55197548,0.77598774,0.55197548,73.0
0.55250908,0.77625454,0.55250908,75.0
0.55250908,0.77625454,0.55250908,82.0
0.64136134,0.82068067,0.64136134,77.0
0.61067879,0.80533939,0.61067879,77.0
0.54270714,0.77135357,0.54270714,75.0
0.59957654,0.79978827,0.59957654,85.0
0.63808749,0.81904374,0.63808749,78.0
0.62882381,0.81441191,0.62882381,87.0
0.67538141,0.8376907,0.67538141,83.0
0.69737632,0.84868816,0.69737632,85.0
0.57636885,0.78818443,0.57636885,77.0
0.57816426,0.78908213,0.57816426,80.0
0.61655727,0.80827863,0.61655727,81.0
0.68712299,0.84356149,0.68712299,89.0
0.71146106,0.85573053,0.71146106,86.0
0.70196019,0.85098009,0.70196019,84.0
0.72547212,0.86273606,0.72547212,89.0
0.63840977,0.81920489,0.63840977,79.0
0.63226609,0.81613304,0.63226609,76.0
0.59069127,0.79534563,0.59069127,69.0
0.63257714,0.81628857,0.63257714,89.0
0.6996175,0.84980875,0.6996175,81.0
0.72097688,0.86048844,0.72097688,83.0
0.70802568,0.85401284,0.70802568,89.0
0.71589547,0.85794773,0.71589547,88.0
0.7225702,0.8612851,0.7225702,88.0
0.69533416,0.84766708,0.69533416,88.0
0.72387298,0.86193649,0.72387298,90.0
0.71487264,0.85743632,0.71487264,91.0
0.70544311,0.85272156,0.70544311,84.0
0.69775777,0.84887889,0.69775777,82.0
0.64020612,0.82010306,0.64020612,81.0
0.64036122,0.82018061,0.64036122,77.0
0.62138888,0.81069444,0.62138888,78.0
0.62050815,0.81025408,0.62050815,80.0
0.75348215,0.87674108,0.75348215,91.0
0.73633817,0.86816909,0.73633817,79.0
0.71477439,0.8573872,0.71477439,86.0
0.7211921,0.86059605,0.7211921,85.0
0.71349015,0.85674508,0.71349015,85.0
0.3609952,0.6804976,0.3609952,74.0
0.35887765,0.67943883,0.35887765,68.0
0.35141508,0.67570754,0.35141508,61.0
0.55462596,0.77731298,0.55462596,78.0
0.55021363,0.77510682,0.55021363,78.0
0.70714843,0.85357421,0.70714843,85.0
0.70798902,0.85399451,0.70798902,84.0
0.71224912,0.85612456,0.71224912,84.0
0.73983699,0.8699185,0.73983699,82.0
0.47727826,0.73863913,0.47727826,83.0
0.61118748,0.80559374,0.61118748,80.0
0.58296837,0.79148419,0.58296837,75.0
0.4524269,0.72621345,0.4524269,70.0
0.45784863,0.72892432,0.45784863,76.0
0.55891695,0.77945847,0.55891695,78.0
0.55129679,0.7756484,0.55129679,83.0
0.68245661,0.8412283,0.68245661,83.0
0.46302306,0.73151153,0.46302306,71.0
0.41380891,0.70690446,0.41380891,78.0
0.46388135,0.73194068,0.46388135,73.0
0.46269956,0.73134978,0.46269956,74.0
0.59820001,0.79910001,0.59820001,82.0
0.65150768,0.82575384,0.65150768,81.0
0.47978841,0.73989421,0.47978841,75.0
0.48276157,0.74138078,0.48276157,72.0
0.46815629,0.73407814,0.46815629,74.0
0.55017632,0.77508816,0.55017632,80.0
0.55017632,0.77508816,0.55017632,76.0
0.54209764,0.77104882,0.54209764,77.0
0.56499505,0.78249752,0.56499505,77.0
0.59051915,0.79525957,0.59051915,76.0
0.53309059,0.7665453,0.53309059,76.0
0.66724017,0.83362008,0.66724017,84.0
0.60696677,0.80348339,0.60696677,83.0
0.65223005,0.82611502,0.65223005,86.0
0.65046746,0.82523373,0.65046746,76.0
0.58740217,0.79370108,0.58740217,82.0
0.64644719,0.82322359,0.64644719,80.0
0.5831831,0.79159155,0.5831831,81.0
0.59882886,0.79941443,0.59882886,83.0
0.5808015,0.79040075,0.5808015,85.0
0.58209501,0.7910475,0.58209501,84.0
0.70649645,0.85324823,0.70649645,90.0
0.66041947,0.83020973,0.66041947,84.0
0.77220732,0.88610366,0.77220732,83.0
0.77220732,0.88610366,0.77220732,93.0
0.80235765,0.90117883,0.80235765,92.0
0.77449963,0.88724981,0.77449963,85.0
0.74967032,0.87483516,0.74967032,89.0
0.71781868,0.85890934,0.71781868,84.0
0.61311889,0.80655944,0.61311889,86.0
0.54257352,0.77128676,0.54257352,80.0
0.48039458,0.74019729,0.48039458,74.0
0.48967643,0.74483821,0.48967643,74.0
0.48496033,0.74248016,0.48496033,69.0
0.49436589,0.74718295,0.49436589,77.0
0.49387141,0.74693571,0.49387141,81.0
0.36174405,0.68087202,0.36174405,58.0
0.36904457,0.68452228,0.36904457,75.0
0.56192173,0.78096086,0.56192173,79.0
0.5691756,0.7845878,0.5691756,72.0
0.66965899,0.83482949,0.66965899,86.0
0.67630145,0.83815072,0.67630145,84.0
0.60765704,0.80382852,0.60765704,84.0
0.64804351,0.82402175,0.64804351,81.0
0.55035513,0.77517756,0.55035513,80.0
0.65997926,0.82998963,0.65997926,84.0
0.54076354,0.77038177,0.54076354,71.0
0.52908576,0.76454288,0.52908576,75.0
0.55211146,0.77605573,0.55211146,77.0
0.54267224,0.77133612,0.54267224,80.0
0.66450578,0.83225289,0.66450578,87.0
0.66067759,0.8303388,0.66067759,86.0
0.62095987,0.81047994,0.62095987,78.0
0.62750296,0.81375148,0.62750296,81.0
0.52633856,0.76316928,0.52633856,73.0
0.63097954,0.81548977,0.63097954,85.0
0.58532192,0.79266096,0.58532192,85.0
0.51895466,0.75947733,0.51895466,69.0
0.52286483,0.76143242,0.52286483,77.0
0.52980473,0.76490236,0.52980473,75.0
0.53050059,0.7652503,0.53050059,78.0
0.58668334,0.79334167,0.58668334,82.0
0.53501857,0.76750929,0.53501857,75.0
0.65939599,0.829698,0.65939599,78.0
0.6562746,0.8281373,0.6562746,87.0
0.4443844,0.7221922,0.4443844,82.0
0.47329729,0.73664865,0.47329729,64.0
