theta,q,theta_via_q,y_rep
0.52383955,0.76191978,0.52383955,76.0
0.54778939,0.77389469,0.54778939,82.0
0.56591316,0.78295658,0.56591316,80.0
0.5528086,0.7764043,0.5528086,80.0
0.5445638,0.7722819,0.5445638,80.0
0.5764144,0.7882072,0.5764144,83.0
0.63065331,0.81532665,0.63065331,79.0
0.62160256,0.81080128,0.62160256,84.0
0.5709646,0.7854823,0.5709646,77.0
0.57366301,0.78683151,0.57366301,80.0
0.47837914,0.73918957,0.47837914,68.0
0.57325679,0.7866284,0.57325679,73.0
0.57743344,0.78871672,0.57743344,77.0
0.56440059,0.7822003,0.56440059,80.0
0.65097361,0.82548681,0.65097361,81.0
0.5604737,0.78023685,0.5604737,75.0
0.63203847,0.81601923,0.63203847,86.0
0.63440867,0.81720433,0.63440867,89.0
0.63848028,0.81924014,0.63848028,81.0
0.52575816,0.76287908,0.52575816,87.0
0.52884402,0.76442201,0.52884402,82.0
0.53767244,0.76883622,0.53767244,85.0
0.5415665,0.77078325,0.5415665,75.0
0.528145,0.7640725,0.528145,69.0
0.53468678,0.76734339,0.53468678,66.0
0.61890702,0.80945351,0.61890702,85.0
0.58287374,0.79143687,0.58287374,79.0
0.63341463,0.81670732,0.63341463,86.0
0.52981903,0.76490952,0.52981903,75.0
0.54781664,0.77390832,0.54781664,76.0
0.55847118,0.77923559,0.55847118,74.0
0.55882432,0.77941216,0.55882432,81.0
0.61354828,0.80677414,0.61354828,86.0
0.54173544,0.77086772,0.54173544,80.0
0.58288722,0.79144361,0.58288722,78.0
0.55632628,0.77816314,0.55632628,82.0
0.5704399,0.78521995,0.5704399,81.0
0.62945908,0.81472954,0.62945908,77.0
0.57337764,0.78668882,0.57337764,82.0
0.6617822,0.8308911,0.6617822,82.0
0.59409929,0.79704964,0.59409929,84.0
0.55710551,0.77855275,0.55710551,80.0
0.83090985,0.91545493,0.83090985,84.0
0.35925779,0.6796289,0.35925779,70.0
0.37841219,0.68920609,0.37841219,58.0
0.55640307,0.77820153,0.55640307,80.0
0.47630898,0.73815449,0.47630898,71.0
0.45476255,0.72738127,0.45476255,82.0
0.56840158,0.78420079,0.56840158,81.0
0.63658203,0.81829102,0.63658203,83.0
0.51687399,0.758437,0.51687399,83.0
0.48217771,0.74108886,0.48217771,75.0
0.64170587,0.82085293,0.64170587,83.0
0.57469172,0.78734586,0.57469172,73.0
0.58908913,0.79454456,0.58908913,81.0
0.42454573,0.71227286,0.42454573,62.0
0.44608858,0.72304429,0.44608858,80.0
0.5989858,0.7994929,0.5989858,83.0
0.68732337,0.84366169,0.68732337,79.0
0.66322647,0.83161323,0.66322647,85.0
0.67046983,0.83523492,0.67046983,86.0
0.56285408,0.78142704,0.56285408,72.0
0.63622299,0.81811149,0.63622299,80.0
0.52069776,0.76034888,0.52069776,77.0
0.60417841,0.8020892,0.60417841,77.0
0.67971756,0.83985878,0.67971756,87.0
0.4904856,0.7452428,0.4904856,75.0
0.50437037,0.75218518,0.50437037,75.0
0.49684429,0.74842215,0.49684429,77.0
0.50207358,0.75103679,0.50207358,76.0
0.50114252,0.75057126,0.50114252,79.0
0.52835558,0.76417779,0.52835558,75.0
0.53370433,0.76685217,0.53370433,70.0
0.53770423,0.76885211,0.53770423,78.0
0.52285543,0.76142772,0.52285543,79.0
0.66481276,0.83240638,0.66481276,83.0
0.63366967,0.81683483,0.63366967,78.0
0.650933,0.8254665,0.650933,80.0
0.64259078,0.82129539,0.64259078,84.0
0.62979719,0.81489859,0.62979719,85.0
0.62183125,0.81091563,0.62183125,84.0
0.63005991,0.81502996,0.63005991,85.0
0.60154798,0.80077399,0.60154798,85.0
0.55400815,0.77700407,0.55400815,80.0
0.55347586,0.77673793,0.55347586,83.0
0.62722655,0.81361328,0.62722655,82.0
0.56333911,0.78166956,0.56333911,76.0
0.54034443,0.77017221,0.54034443,67.0
0.59902413,0.79951206,0.59902413,78.0
0.57300192,0.78650096,0.57300192,85.0
0.67307049,0.83653525,0.67307049,79.0
0.5670568,0.7835284,0.5670568,73.0
0.54598529,0.77299264,0.54598529,81.0
0.46727233,0.73363617,0.46727233,75.0
0.45557572,0.72778786,0.45557572,73.0
0.54924008,0.77462004,0.54924008,79.0
0.6473622,0.8236811,0.6473622,81.0
0.67194225,0.83597112,0.67194225,78.0
0.7003558,0.8501779,0.7003558,74.0
0.67254693,0.83627346,0.67254693,82.0
0.6925035,0.84625175,0.6925035,78.0
0.59792525,0.79896263,0.59792525,74.0
0.52665618,0.76332809,0.52665618,78.0
0.52597826,0.76298913,0.52597826,78.0
0.52675298,0.76337649,0.52675298,81.0
0.53354769,0.76677384,0.53354769,81.0
0.68294813,0.84147407,0.68294813,80.0
0.67810604,0.83905302,0.67810604,81.0
0.67014887,0.83507444,0.67014887,83.0
0.61936667,0.80968333,0.61936667,78.0
0.58345947,0.79172974,0.58345947,83.0
0.66073706,0.83036853,0.66073706,81.0
0.62178597,0.81089298,0.62178597,82.0
0.6538009,0.82690045,0.6538009,81.0
0.50411146,0.75205573,0.50411146,73.0
0.56624621,0.78312311,0.56624621,74.0
0.5706108,0.7853054,0.5706108,79.0
0.65448578,0.82724289,0.65448578,84.0
0.65830456,0.82915228,0.65830456,94.0
0.6536146,0.8268073,0.6536146,86.0
0.7230727,0.86153635,0.7230727,86.0
0.6301902,0.8150951,0.6301902,87.0
0.52431065,0.76215532,0.52431065,71.0
0.52574244,0.76287122,0.52574244,73.0
0.6020423,0.80102115,0.6020423,80.0
0.63063309,0.81531654,0.63063309,83.0
0.57445477,0.78722739,0.57445477,78.0
0.63523364,0.81761682,0.63523364,76.0
0.60951891,0.80475945,0.60951891,73.0
0.6552473,0.82762365,0.6552473,84.0
0.59213873,0.79606936,0.59213873,80.0
0.58175025,0.79087513,0.58175025,80.0
0.65401025,0.82700512,0.65401025,86.0
0.59318215,0.79659107,0.59318215,73.0
0.52366409,0.76183204,0.52366409,79.0
0.63355836,0.81677918,0.63355836,81.0
0.67578153,0.83789076,0.67578153,85.0
0.66838529,0.83419265,0.66838529,86.0
0.58682225,0.79341112,0.58682225,75.0
0.57905148,0.78952574,0.57905148,82.0
0.5412888,0.7706444,0.5412888,75.0
0.5334354,0.7667177,0.5334354,81.0
0.55545917,0.77772958,0.55545917,72.0
0.50856831,0.75428415,0.50856831,71.0
0.59660123,0.79830061,0.59660123,84.0
0.63116581,0.8155829,0.63116581,70.0
0.56502278,0.78251139,0.56502278,76.0
0.5656078,0.7828039,0.5656078,79.0
0.68233048,0.84116524,0.68233048,87.0
0.67510246,0.83755123,0.67510246,90.0
0.61856333,0.80928166,0.61856333,79.0
0.62314465,0.81157233,0.62314465,81.0
0.62140016,0.81070008,0.62140016,85.0
0.61694404,0.80847202,0.61694404,84.0
0.56584957,0.78292479,0.56584957,74.0
0.57490648,0.78745324,0.57490648,73.0
0.55128816,0.77564408,0.55128816,76.0
0.59035911,0.79517956,0.59035911,88.0
0.59035911,0.79517956,0.59035911,84.0
0.60602688,0.80301344,0.60602688,81.0
0.58497986,0.79248993,0.58497986,79.0
0.60398155,0.80199077,0.60398155,81.0
0.57274685,0.78637343,0.57274685,79.0
0.65860653,0.82930327,0.65860653,88.0
0.51278571,0.75639286,0.51278571,76.0
0.60341553,0.80170776,0.60341553,79.0
0.55427107,0.77713553,0.55427107,80.0
0.53049563,0.76524781,0.53049563,71.0
0.66425043,0.83212521,0.66425043,83.0
0.64846566,0.82423283,0.64846566,77.0
0.64328525,0.82164262,0.64328525,80.0
0.60825632,0.80412816,0.60825632,83.0
0.57698762,0.78849381,0.57698762,75.0
0.66671972,0.83335986,0.66671972,88.0
0.66085179,0.83042589,0.66085179,81.0
0.6881961,0.84409805,0.6881961,86.0
0.68726764,0.84363382,0.68726764,82.0
0.58996595,0.79498297,0.58996595,80.0
0.62639196,0.81319598,0.62639196,80.0
0.65210749,0.82605374,0.65210749,82.0
0.61451933,0.80725966,0.61451933,84.0
0.61712159,0.80856079,0.61712159,76.0
0.62534618,0.81267309,0.62534618,79.0
0.59270378,0.79635189,0.59270378,79.0
0.4811687,0.74058435,0.4811687,69.0
0.63789742,0.81894871,0.63789742,76.0
0.55184478,0.77592239,0.55184478,75.0
0.56157667,0.78078834,0.56157667,79.0
0.64668955,0.82334478,0.64668955,80.0
0.66370163,0.83185082,0.66370163,85.0
0.68563703,0.84281851,0.68563703,85.0
0.53489616,0.76744808,0.53489616,78.0
0.53573553,0.76786776,0.53573553,79.0
0.54234717,0.77117359,0.54234717,84.0
0.69421163,0.84710581,0.69421163,77.0
0.72460582,0.86230291,0.72460582,92.0
0.71487793,0.85743897,0.71487793,83.0
0.72689026,0.86344513,0.72689026,85.0
0.69219118,0.84609559,0.69219118,84.0
0.69219118,0.84609559,0.69219118,85.0
0.68138959,0.8406948,0.68138959,84.0
0.47026866,0.73513433,0.47026866,70.0
0.70730787,0.85365394,0.70730787,90.0
0.53232273,0.76616136,0.53232273,81.0
0.66532948,0.83266474,0.66532948,78.0
0.56828748,0.78414374,0.56828748,80.0
0.57236921,0.78618461,0.57236921,75.0
0.43099311,0.71549656,0.43099311,72.0
0.59528425,0.79764213,0.59528425,75.0
0.69370895,0.84685448,0.69370895,86.0
0.7464501,0.87322505,0.7464501,86.0
0.73636206,0.86818103,0.73636206,86.0
0.75946365,0.87973183,0.75946365,89.0
0.62575681,0.8128784,0.62575681,86.0
0.59394136,0.79697068,0.59394136,82.0
0.57233545,0.78616773,0.57233545,82.0
0.57347515,0.78673758,0.57347515,71.0
0.70527659,0.85263829,0.70527659,88.0
0.72202195,0.86101098,0.72202195,83.0
0.75608282,0.87804141,0.75608282,79.0
0.48499253,0.74249627,0.48499253,75.0
0.62727527,0.81363764,0.62727527,81.0
0.55543714,0.77771857,0.55543714,76.0
0.56228996,0.78114498,0.56228996,82.0
0.65899591,0.82949796,0.65899591,84.0
0.5832007,0.79160035,0.5832007,80.0
0.58541395,0.79270698,0.58541395,73.0
0.47394641,0.7369732,0.47394641,76.0
0.49044076,0.74522038,0.49044076,69.0
0.61491159,0.8074558,0.61491159,86.0
0.69381194,0.84690597,0.69381194,78.0
0.56072615,0.78036307,0.56072615,79.0
0.55281096,0.77640548,0.55281096,75.0
0.49474796,0.74737398,0.49474796,76.0
0.64651764,0.82325882,0.64651764,87.0
0.52604581,0.7630229,0.52604581,82.0
0.56322755,0.78161378,0.56322755,78.0
0.55849824,0.77924912,0.55849824,75.0
0.44634939,0.7231747,0.44634939,77.0
0.45566862,0.72783431,0.45566862,64.0
0.54831962,0.77415981,0.54831962,79.0
0.61509082,0.80754541,0.61509082,83.0
0.65675376,0.82837688,0.65675376,80.0
0.59237005,0.79618502,0.59237005,80.0
0.53516384,0.76758192,0.53516384,73.0
0.54585077,0.77292538,0.54585077,79.0
0.53273938,0.76636969,0.53273938,67.0
0.61337621,0.80668811,0.61337621,84.0
0.64503927,0.82251963,0.64503927,88.0
0.66089449,0.83044724,0.66089449,83.0
0.43956792,0.71978396,0.43956792,77.0
0.47738266,0.73869133,0.47738266,74.0
0.49765259,0.74882629,0.49765259,79.0
0.47169038,0.73584519,0.47169038,71.0
0.48333304,0.74166652,0.48333304,80.0
0.59079342,0.79539671,0.59079342,83.0
0.57869318,0.78934659,0.57869318,72.0
0.5399253,0.76996265,0.5399253,75.0
0.68320589,0.84160295,0.68320589,83.0
0.69675695,0.84837847,0.69675695,81.0
0.71464563,0.85732282,0.71464563,82.0
0.69595019,0.84797509,0.69595019,87.0
0.55907297,0.77953649,0.55907297,77.0
0.59877425,0.79938713,0.59877425,85.0
0.53415456,0.76707728,0.53415456,80.0
0.60000043,0.80000021,0.60000043,75.0
0.67062725,0.83531362,0.67062725,87.0
0.50781584,0.75390792,0.50781584,77.0
0.59259755,0.79629877,0.59259755,79.0
0.60021492,0.80010746,0.60021492,78.0
0.49459296,0.74729648,0.49459296,74.0
0.52417541,0.7620877,0.52417541,82.0
0.64200099,0.82100049,0.64200099,86.0
0.63406957,0.81703478,0.63406957,85.0
0.53039383,0.76519691,0.53039383,75.0
0.53039383,0.76519691,0.53039383,69.0
0.52157154,0.76078577,0.52157154,85.0
0.53100157,0.76550079,0.53100157,79.0
0.53638191,0.76819095,0.53638191,70.0
0.59977945,0.79988973,0.59977945,80.0
0.62076063,0.81038032,0.62076063,87.0
0.66434814,0.83217407,0.66434814,76.0
0.50274651,0.75137325,0.50274651,70.0
0.46741072,0.73370536,0.46741072,72.0
0.69829713,0.84914857,0.69829713,87.0
0.71084501,0.8554225,0.71084501,83.0
0.71696091,0.85848046,0.71696091,87.0
0.45221943,0.72610972,0.45221943,65.0
0.60866925,0.80433462,0.60866925,82.0
0.54329215,0.77164607,0.54329215,74.0
0.60346255,0.80173127,0.60346255,81.0
0.52096729,0.76048365,0.52096729,84.0
0.62181994,0.81090997,0.62181994,82.0
0.53904349,0.76952174,0.53904349,73.0
0.59185808,0.79592904,0.59185808,74.0
0.54596678,0.77298339,0.54596678,81.0
0.59551321,0.79775661,0.59551321,79.0
0.49047237,0.74523619,0.49047237,73.0
0.49412784,0.74706392,0.49412784,71.0
0.48180016,0.74090008,0.48180016,75.0
0.60238665,0.80119332,0.60238665,78.0
0.5942787,0.79713935,0.5942787,78.0
0.61045802,0.80522901,0.61045802,78.0
0.60580617,0.80290308,0.60580617,84.0
0.53870514,0.76935257,0.53870514,82.0
0.52916878,0.76458439,0.52916878,87.0
0.45145375,0.72572688,0.45145375,78.0
0.56983888,0.78491944,0.56983888,84.0
0.60589058,0.80294529,0.60589058,79.0
0.6357321,0.81786605,0.6357321,80.0
0.55417653,0.77708827,0.55417653,81.0
0.56298375,0.78149187,0.56298375,77.0
0.62100584,0.81050292,0.62100584,85.0
0.61675946,0.80837973,0.61675946,84.0
0.61583035,0.80791517,0.61583035,78.0
0.55516143,0.77758071,0.55516143,81.0
0.5149884,0.7574942,0.5149884,65.0
0.52270185,0.76135093,0.52270185,82.0
0.53786427,0.76893213,0.53786427,82.0
0.64781959,0.82390979,0.64781959,84.0
0.65839658,0.82919829,0.65839658,79.0
0.65652911,0.82826455,0.65652911,87.0
0.60649203,0.80324602,0.60649203,82.0
0.61502,0.80751,0.61502,81.0
0.50773436,0.75386718,0.50773436,79.0
0.49363129,0.74681564,0.49363129,78.0
0.51460039,0.7573002,0.51460039,77.0
0.38240916,0.69120458,0.38240916,65.0
0.59935163,0.79967581,0.59935163,84.0
0.60181097,0.80090549,0.60181097,73.0
0.68520126,0.84260063,0.68520126,81.0
0.56050845,0.78025423,0.56050845,80.0
0.61184889,0.80592444,0.61184889,79.0
0.607473,0.8037365,0.607473,79.0
0.64583389,0.82291694,0.64583389,86.0
0.68312063,0.84156031,0.68312063,86.0
0.7121986,0.8560993,0.7121986,88.0
0.65831959,0.8291598,0.65831959,82.0
0.67570765,0.83785383,0.67570765,85.0
0.57559288,0.78779644,0.57559288,71.0
0.65612018,0.82806009,0.65612018,85.0
0.67544361,0.8377218,0.67544361,94.0
0.55032005,0.77516002,0.55032005,71.0
0.46849282,0.73424641,0.46849282,70.0
0.64386184,0.82193092,0.64386184,82.0
0.58289805,0.79144903,0.58289805,80.0
0.67399334,0.83699667,0.67399334,85.0
0.57679451,0.78839726,0.57679451,84.0
0.57146109,0.78573054,0.57146109,81.0
0.5745107,0.78725535,0.5745107,84.0
0.58104051,0.79052025,0.58104051,73.0
0.61994091,0.80997045,0.61994091,88.0
0.54241083,0.77120542,0.54241083,79.0
0.56078947,0.78039473,0.56078947,75.0
0.50536543,0.75268271,0.50536543,78.0
0.48882779,0.7444139,0.48882779,71.0
0.5028436,0.7514218,0.5028436,80.0
0.59861056,0.79930528,0.59861056,72.0
0.55773178,0.77886589,0.55773178,80.0
0.59832965,0.79916483,0.59832965,77.0
0.47138802,0.73569401,0.47138802,75.0
0.50154671,0.75077335,0.50154671,74.0
0.54007904,0.77003952,0.54007904,76.0
0.58470785,0.79235393,0.58470785,75.0
0.58725151,0.79362575,0.58725151,80.0
0.67700338,0.83850169,0.67700338,78.0
0.74320984,0.87160492,0.74320984,88.0
0.73747704,0.86873852,0.73747704,83.0
0.71644269,0.85822135,0.71644269,84.0
0.56844458,0.78422229,0.56844458,77.0
0.52703298,0.76351649,0.52703298,77.0
0.5563707,0.77818535,0.5563707,74.0
0.54817219,0.7740861,0.54817219,77.0
0.54817219,0.7740861,0.54817219,81.0
0.65924509,0.82962255,0.65924509,84.0
0.61779648,0.80889824,0.61779648,80.0
0.5818938,0.7909469,0.5818938,81.0
0.53521652,0.76760826,0.53521652,74.0
0.48537452,0.74268726,0.48537452,75.0
0.58856492,0.79428246,0.58856492,79.0
0.51774612,0.75887306,0.51774612,78.0
0.52514665,0.76257332,0.52514665,80.0
0.48910829,0.74455415,0.48910829,75.0
0.49547795,0.74773898,0.49547795,80.0
0.48013468,0.74006734,0.48013468,75.0
0.52183196,0.76091598,0.52183196,77.0
0.65769283,0.82884641,0.65769283,88.0
0.65769283,0.82884641,0.65769283,85.0
0.65769283,0.82884641,0.65769283,83.0
0.62853477,0.81426738,0.62853477,79.0
0.41496471,0.70748236,0.41496471,69.0
0.47817681,0.73908841,0.47817681,81.0
0.50558518,0.75279259,0.50558518,79.0
0.54204837,0.77102419,0.54204837,79.0
0.5392123,0.76960615,0.5392123,79.0
0.68505931,0.84252965,0.68505931,83.0
0.61268093,0.80634046,0.61268093,81.0
0.58978878,0.79489439,0.58978878,83.0
0.55541536,0.77770768,0.55541536,76.0
0.54876024,0.77438012,0.54876024,82.0
0.54446684,0.77223342,0.54446684,80.0
0.54951702,0.77475851,0.54951702,73.0
0.49880754,0.74940377,0.49880754,66.0
0.65927879,0.82963939,0.65927879,78.0
0.65927879,0.82963939,0.65927879,83.0
0.68723596,0.84361798,0.68723596,90.0
0.72270896,0.86135448,0.72270896,82.0
0.60552018,0.80276009,0.60552018,79.0
0.57057138,0.78528569,0.57057138,78.0
0.69174422,0.84587211,0.69174422,91.0
0.68022164,0.84011082,0.68022164,84.0
0.53957363,0.76978682,0.53957363,72.0
0.51297101,0.75648551,0.51297101,81.0
0.5287467,0.76437335,0.5287467,75.0
0.55676787,0.77838393,0.55676787,82.0
0.61853869,0.80926934,0.61853869,81.0
0.6576834,0.8288417,0.6576834,78.0
0.4107691,0.70538455,0.4107691,72.0
0.41241203,0.70620601,0.41241203,69.0
0.44375619,0.72187809,0.44375619,59.0
0.52595341,0.76297671,0.52595341,82.0
0.52697197,0.76348598,0.52697197,78.0
0.55398203,0.77699101,0.55398203,69.0
0.56774771,0.78387385,0.56774771,86.0
0.58560724,0.79280362,0.58560724,82.0
0.69004176,0.84502088,0.69004176,86.0
0.68494614,0.84247307,0.68494614,82.0
0.6725202,0.8362601,0.6725202,89.0
0.68080054,0.84040027,0.68080054,78.0
0.66271993,0.83135997,0.66271993,88.0
0.47684639,0.7384232,0.47684639,73.0
0.57419289,0.78709644,0.57419289,77.0
0.62120563,0.81060281,0.62120563,75.0
0.62597106,0.81298553,0.62597106,84.0
0.641051,0.8205255,0.641051,88.0
0.51506319,0.7575316,0.51506319,74.0
0.52071877,0.76035938,0.52071877,74.0
0.49385542,0.74692771,0.49385542,68.0
0.51206404,0.75603202,0.51206404,78.0
0.53313891,0.76656946,0.53313891,81.0
0.50478436,0.75239218,0.50478436,71.0
0.44860279,0.7243014,0.44860279,79.0
0.37004847,0.68502423,0.37004847,64.0
0.40539097,0.70269549,0.40539097,74.0
0.39024211,0.69512106,0.39024211,65.0
0.31703053,0.65851527,0.31703053,66.0
0.3832983,0.69164915,0.3832983,64.0
0.54534394,0.77267197,0.54534394,80.0
0.54768048,0.77384024,0.54768048,86.0
0.62508043,0.81254021,0.62508043,85.0
0.49086606,0.74543303,0.49086606,78.0
0.53580458,0.76790229,0.53580458,84.0
0.62098146,0.81049073,0.62098146,87.0
0.56807783,0.78403891,0.56807783,88.0
0.54891238,0.77445619,0.54891238,79.0
0.66045684,0.83022842,0.66045684,82.0
0.55397231,0.77698616,0.55397231,82.0
0.63177556,0.81588778,0.63177556,77.0
0.55993942,0.77996971,0.55993942,78.0
0.55895365,0.77947683,0.55895365,81.0
0.59413215,0.79706608,0.59413215,82.0
0.52347287,0.76173643,0.52347287,79.0
0.58703999,0.79352,0.58703999,81.0
0.58472343,0.79236172,0.58472343,78.0
0.58051087,0.79025543,0.58051087,72.0
0.63211493,0.81605746,0.63211493,79.0
0.48153687,0.74076843,0.48153687,70.0
0.62205787,0.81102893,0.62205787,86.0
0.55591425,0.77795713,0.55591425,82.0
0.59132356,0.79566178,0.59132356,83.0
0.69779927,0.84889964,0.69779927,82.0
0.60106328,0.80053164,0.60106328,78.0
0.5333369,0.76666845,0.5333369,82.0
0.5333369,0.76666845,0.5333369,82.0
0.6477884,0.8238942,0.6477884,83.0
0.62413932,0.81206966,0.62413932,78.0
0.64732158,0.82366079,0.64732158,84.0
0.53864815,0.76932407,0.53864815,76.0
0.61176136,0.80588068,0.61176136,83.0
0.52893156,0.76446578,0.52893156,80.0
0.60107465,0.80053733,0.60107465,75.0
0.64509457,0.82254728,0.64509457,85.0
0.58327529,0.79163764,0.58327529,76.0
0.56683437,0.78341718,0.56683437,82.0
0.60787012,0.80393506,0.60787012,80.0
0.51088647,0.75544323,0.51088647,77.0
0.51400711,0.75700356,0.51400711,74.0
0.49919729,0.74959864,0.49919729,77.0
0.5536226,0.7768113,0.5536226,73.0
0.61706471,0.80853236,0.61706471,84.0
0.61706471,0.80853236,0.61706471,75.0
0.52434696,0.76217348,0.52434696,73.0
0.62112913,0.81056457,0.62112913,79.0
0.50027991,0.75013996,0.50027991,78.0
0.59359898,0.79679949,0.59359898,77.0
0.68592499,0.8429625,0.68592499,77.0
0.57945784,0.78972892,0.57945784,78.0
0.61242924,0.80621462,0.61242924,78.0
0.57672189,0.78836095,0.57672189,82.0
0.57789668,0.78894834,0.57789668,74.0
0.63995317,0.81997659,0.63995317,79.0
0.52845594,0.76422797,0.52845594,77.0
0.63704187,0.81852093,0.63704187,82.0
0.54334426,0.77167213,0.54334426,70.0
0.58159664,0.79079832,0.58159664,79.0
0.55053823,0.77526912,0.55053823,81.0
0.61123223,0.80561612,0.61123223,79.0
0.58101779,0.79050889,0.58101779,86.0
0.52035755,0.76017877,0.52035755,76.0
0.53692262,0.76846131,0.53692262,76.0
0.61158312,0.80579156,0.61158312,83.0
0.6051443,0.80257215,0.6051443,85.0
0.73882517,0.86941259,0.73882517,84.0
0.68153544,0.84076772,0.68153544,82.0
0.71803058,0.85901529,0.71803058,86.0
0.67119762,0.83559881,0.67119762,87.0
0.42686191,0.71343095,0.42686191,72.0
0.54699154,0.77349577,0.54699154,80.0
0.5638521,0.78192605,0.5638521,75.0
0.51053745,0.75526873,0.51053745,73.0
0.5056675,0.75283375,0.5056675,74.0
0.49181658,0.74590829,0.49181658,78.0
0.61585497,0.80792748,0.61585497,82.0
0.58509965,0.79254982,0.58509965,77.0
0.59437473,0.79718737,0.59437473,81.0
0.74286378,0.87143189,0.74286378,93.0
0.68992668,0.84496334,0.68992668,88.0
0.72380864,0.86190432,0.72380864,93.0
0.6304191,0.81520955,0.6304191,78.0
0.70134772,0.85067386,0.70134772,83.0
0.73052758,0.86526379,0.73052758,86.0
0.68491244,0.84245622,0.68491244,86.0
0.64919867,0.82459934,0.64919867,82.0
0.64897438,0.82448719,0.64897438,81.0
0.54121837,0.77060918,0.54121837,81.0
0.51739971,0.75869986,0.51739971,75.0
0.66898109,0.83449055,0.66898109,83.0
0.56842983,0.78421491,0.56842983,78.0
0.63094888,0.81547444,0.63094888,81.0
0.61845504,0.80922752,0.61845504,84.0
0.57342316,0.78671158,0.57342316,88.0
0.57896204,0.78948102,0.57896204,80.0
0.5854356,0.7927178,0.5854356,78.0
0.60637915,0.80318957,0.60637915,84.0
0.56401152,0.78200576,0.56401152,80.0
0.4724861,0.73624305,0.4724861,75.0
0.74155793,0.87077897,0.74155793,85.0
0.76622448,0.88311224,0.76622448,84.0
0.69084879,0.84542439,0.69084879,78.0
0.4828888,0.7414444,0.4828888,78.0
0.54427937,0.77213969,0.54427937,75.0
0.56465,0.782325,0.56465,81.0
0.5557835,0.77789175,0.5557835,77.0
0.47564621,0.7378231,0.47564621,69.0
0.52166236,0.76083118,0.52166236,77.0
0.50287364,0.75143682,0.50287364,75.0
0.6494612,0.8247306,0.6494612,87.0
0.53687202,0.76843601,0.53687202,76.0
0.43883707,0.71941853,0.43883707,69.0
0.43883707,0.71941853,0.43883707,70.0
0.47447981,0.73723991,0.47447981,73.0
0.58306382,0.79153191,0.58306382,79.0
0.57596979,0.7879849,0.57596979,82.0
0.5818973,0.79094865,0.5818973,78.0
0.57503829,0.78751915,0.57503829,81.0
0.56288622,0.78144311,0.56288622,76.0
0.60474403,0.80237202,0.60474403,83.0
0.69197526,0.84598763,0.69197526,84.0
0.67802844,0.83901422,0.67802844,86.0
0.71312883,0.85656441,0.71312883,85.0
0.66327224,0.83163612,0.66327224,78.0
0.52647577,0.76323788,0.52647577,73.0
0.5384692,0.7692346,0.5384692,77.0
0.63474621,0.81737311,0.63474621,87.0
0.54519301,0.77259651,0.54519301,75.0
0.54519301,0.77259651,0.54519301,74.0
0.50810229,0.75405115,0.50810229,75.0
0.46466626,0.73233313,0.46466626,77.0
0.65311061,0.8265553,0.65311061,88.0
0.66327796,0.83163898,0.66327796,86.0
0.66327796,0.83163898,0.66327796,82.0
0.66957243,0.83478621,0.66957243,79.0
0.65239559,0.82619779,0.65239559,84.0
0.74269642,0.87134821,0.74269642,87.0
0.67641065,0.83820533,0.67641065,78.0
0.7034841,0.85174205,0.7034841,89.0
0.69301381,0.84650691,0.69301381,89.0
0.74026993,0.87013497,0.74026993,81.0
0.64200058,0.82100029,0.64200058,90.0
0.62491929,0.81245964,0.62491929,83.0
0.61700572,0.80850286,0.61700572,77.0
0.55977031,0.77988515,0.55977031,82.0
0.55575874,0.77787937,0.55575874,78.0
0.52320339,0.76160169,0.52320339,74.0
0.54376055,0.77188027,0.54376055,75.0
0.61354602,0.80677301,0.61354602,87.0
0.49659499,0.74829749,0.49659499,72.0
0.59356839,0.7967842,0.59356839,80.0
0.60670349,0.80335175,0.60670349,80.0
0.74519334,0.87259667,0.74519334,94.0
0.54401483,0.77200742,0.54401483,75.0
0.5831665,0.79158325,0.5831665,77.0
0.51924651,0.75962325,0.51924651,81.0
0.51057201,0.755286,0.51057201,78.0
0.61914465,0.80957232,0.61914465,77.0
0.56637219,0.7831861,0.56637219,78.0
0.68035885,0.84017943,0.68035885,86.0
0.67005659,0.8350283,0.67005659,84.0
0.64630183,0.82315092,0.64630183,88.0
0.63649206,0.81824603,0.63649206,86.0
0.63155683,0.81577842,0.63155683,76.0
0.57478484,0.78739242,0.57478484,80.0
0.61980699,0.8099035,0.61980699,84.0
0.4553386,0.7276693,0.4553386,73.0
0.65344678,0.82672339,0.65344678,86.0
0.40253786,0.70126893,0.40253786,73.0
0.52574516,0.76287258,0.52574516,70.0
0.54115368,0.77057684,0.54115368,80.0
0.55543867,0.77771933,0.55543867,81.0
0.53645279,0.7682264,0.53645279,78.0
0.59619191,0.79809595,0.59619191,81.0
0.59632894,0.79816447,0.59632894,77.0
0.61328678,0.80664339,0.61328678,81.0
0.54579927,0.77289964,0.54579927,79.0
0.69834544,0.84917272,0.69834544,86.0
0.71483229,0.85741615,0.71483229,87.0
0.58796792,0.79398396,0.58796792,80.0
0.6045641,0.80228205,0.6045641,75.0
0.52613628,0.76306814,0.52613628,75.0
0.50433625,0.75216813,0.50433625,69.0
0.60584175,0.80292087,0.60584175,81.0
0.66797427,0.83398713,0.66797427,81.0
0.70471734,0.85235867,0.70471734,84.0
0.55606158,0.77803079,0.55606158,83.0
0.62887896,0.81443948,0.62887896,78.0
0.56252208,0.78126104,0.56252208,79.0
