theta,p_forced,q,y_rep
0.62773417,0.53132975,0.82553008,86.0
0.60658745,0.44580518,0.7819728,80.0
0.72239642,0.48220712,0.85625884,92.0
0.33981575,0.62507446,0.75248006,79.0
0.16790258,0.74498434,0.78780213,83.0
0.11845258,0.75761168,0.7863232,82.0
0.13109323,0.73300956,0.7680102,67.0
0.030430279,0.68647122,0.69601199,72.0
0.032931674,0.65742425,0.66870584,64.0
0.07849187,0.74682801,0.76669995,75.0
0.072746479,0.71382806,0.73464606,75.0
0.076807712,0.6611792,0.68720325,75.0
0.079401412,0.65365582,0.68115603,72.0
0.09785508,0.69865412,0.72814234,70.0
0.2056586,0.6501894,0.72213096,70.0
0.19639874,0.720855,0.77567872,72.0
0.55934171,0.51480483,0.78619472,75.0
0.66372099,0.39307444,0.79590367,72.0
0.61683452,0.52114138,0.8165179,80.0
0.59290928,0.43085913,0.76830803,74.0
0.54186251,0.55063821,0.79413052,78.0
0.58239322,0.49694348,0.78992019,87.0
0.56206497,0.45496163,0.7613086,72.0
0.53088741,0.53487527,0.78180414,82.0
0.71180143,0.46537243,0.8459211,89.0
0.40628807,0.58006586,0.75068009,74.0
0.62507844,0.46216323,0.7983534,76.0
0.5337448,0.55644045,0.79318805,83.0
0.56799873,0.53270474,0.79812785,78.0
0.65583113,0.39578351,0.79204749,78.0
0.64677534,0.38518404,0.78283184,80.0
0.66689835,0.39999029,0.80013577,84.0
0.55401556,0.45736744,0.75799432,80.0
0.54778055,0.53220815,0.78845543,73.0
0.65013727,0.40757902,0.79273398,81.0
0.44840834,0.6455142,0.80446859,85.0
0.6992493,0.41711221,0.82469609,86.0
0.79867114,0.38197897,0.87557453,92.0
0.81679405,0.36887914,0.8843749,95.0
0.83122481,0.38355535,0.89595943,94.0
0.62484269,0.44950206,0.79347667,76.0
0.64659965,0.37323555,0.77850123,79.0
0.63960551,0.55172118,0.83844278,81.0
0.54221276,0.60110103,0.81738914,86.0
0.51531552,0.45148157,0.73414163,79.0
0.63133429,0.46446872,0.80256798,80.0
0.66767721,0.51386118,0.83844499,87.0
0.53045091,0.50464379,0.76740594,74.0
0.46181393,0.53767462,0.75118292,73.0
0.45960664,0.53144448,0.74679571,74.0
0.58617862,0.48343811,0.78623564,85.0
0.31144019,0.68082252,0.78022722,78.0
0.37762434,0.61972,0.76332299,71.0
0.54233769,0.53490701,0.78714447,78.0
0.60420057,0.48171228,0.79486201,76.0
0.30291701,0.62893989,0.74134031,68.0
0.35989069,0.64656546,0.77376327,83.0
0.5533228,0.53373453,0.79172984,76.0
0.4669953,0.60601124,0.79000214,81.0
0.67423417,0.49590216,0.83578215,78.0
0.56977332,0.52516567,0.7957136,75.0
0.67652812,0.54645733,0.8532917,82.0
0.65064197,0.54073935,0.83955361,78.0
0.67799137,0.43936302,0.81947005,76.0
0.60897786,0.37932431,0.75730206,75.0
0.69476099,0.45126581,0.83250492,83.0
0.50580364,0.53204279,0.76873725,81.0
0.50416097,0.5138187,0.75893233,79.0
0.55193911,0.50109898,0.77646197,76.0
0.766276,0.41522497,0.86332404,92.0
0.59742031,0.51788851,0.80591171,76.0
0.58621604,0.56985182,0.82201158,82.0
0.63352469,0.50464893,0.81846606,78.0
0.56801347,0.47498944,0.77320251,75.0
0.6007017,0.49427625,0.79806537,87.0
0.61890913,0.59813169,0.84685165,85.0
0.67557027,0.51623988,0.84305384,89.0
0.67194708,0.48445916,0.83087532,85.0
0.61340516,0.54128846,0.82266449,81.0
0.34489396,0.64477221,0.76728813,78.0
0.53178613,0.55874708,0.79339926,82.0
0.60131448,0.59785399,0.83967021,83.0
0.60106144,0.38910478,0.75629034,73.0
0.60070565,0.48034538,0.79250485,84.0
0.66142007,0.38711211,0.79248846,83.0
0.62538766,0.60425017,0.85174723,79.0
0.68232218,0.594923,0.87131602,85.0
0.66684199,0.59330182,0.86450525,89.0
0.57992993,0.36557814,0.73349836,68.0
0.52461078,0.41335139,0.72111358,68.0
0.53378025,0.41645553,0.72794004,76.0
0.54987709,0.48209767,0.7668803,72.0
0.5664809,0.54585701,0.80312034,87.0
0.49397284,0.56160864,0.77816206,74.0
0.6738757,0.47861184,0.82996265,81.0
0.6092906,0.46014928,0.78907525,81.0
0.49061333,0.50975288,0.75027466,72.0
0.72306129,0.4864231,0.85777068,88.0
0.70602062,0.4895245,0.84993073,86.0
0.43589384,0.53471847,0.73753183,75.0
0.5844392,0.43808971,0.76649211,81.0
0.67880745,0.46169816,0.82710146,83.0
0.68562581,0.46183257,0.83081405,87.0
0.61974258,0.4173044,0.77842567,78.0
0.67047933,0.45729621,0.82116788,76.0
0.53290225,0.57610637,0.80200024,91.0
0.61132964,0.4783558,0.79725236,79.0
0.58256105,0.47481703,0.78076817,77.0
0.56153077,0.49849402,0.78010506,79.0
0.49382982,0.48692208,0.74029526,77.0
0.53019014,0.5109896,0.77025809,83.0
0.52921388,0.49275412,0.76119568,74.0
0.58775762,0.50197915,0.7946947,84.0
0.65573578,0.42788573,0.80304153,80.0
0.64424217,0.44222769,0.80156813,80.0
0.57135339,0.5385719,0.80221041,84.0
0.47169126,0.524274,0.7486698,76.0
0.62341302,0.49600015,0.81020022,85.0
0.5709158,0.52015561,0.79410635,74.0
0.59215776,0.5814121,0.82928217,84.0
0.57000737,0.57849955,0.81875791,74.0
0.44289799,0.50986195,0.72694311,71.0
0.56008349,0.49865331,0.77944931,77.0
0.54654403,0.49876654,0.77271269,80.0
0.64014872,0.43615248,0.79709875,80.0
0.7002764,0.42466326,0.827558,96.0
0.67822708,0.42874505,0.81618563,82.0
0.65257481,0.41685486,0.79740069,84.0
0.66362584,0.40079875,0.79844418,82.0
0.73471319,0.39781016,0.84024698,82.0
0.64583261,0.47377615,0.81362867,82.0
0.64127964,0.47418439,0.81137924,71.0
0.66018319,0.48083534,0.82357912,88.0
0.64989474,0.4136791,0.79472597,80.0
0.65543733,0.39450415,0.79136873,77.0
0.68927879,0.38365191,0.80848758,83.0
0.591184,0.53557129,0.81013411,82.0
0.66871635,0.46200607,0.82177141,86.0
0.61522028,0.36876904,0.75711513,69.0
0.75343849,0.43174307,0.85988971,84.0
0.60897291,0.46387677,0.79036129,74.0
0.69794413,0.44686519,0.83292238,84.0
0.45765135,0.44941462,0.70139076,80.0
0.48635292,0.58850348,0.78863601,74.0
0.43501112,0.64946079,0.80194924,83.0
0.44700726,0.64993279,0.80641537,78.0
0.48461183,0.6087493,0.79835402,81.0
0.5106245,0.63086032,0.81935208,85.0
0.42621891,0.63871167,0.79269958,83.0
0.58648467,0.46079798,0.7770317,74.0
0.56689586,0.47618642,0.77313417,76.0
0.53882375,0.51120476,0.77457925,80.0
0.59565587,0.53791227,0.81315754,77.0
0.51137774,0.45971337,0.73600393,77.0
0.57892625,0.65957479,0.85665588,93.0
0.53654327,0.58418187,0.80728629,82.0
0.55474394,0.61318003,0.82776607,80.0
0.60467856,0.57331938,0.83132401,81.0
0.36743778,0.60101876,0.74761954,73.0
0.30419981,0.70606649,0.79548101,82.0
0.2990375,0.69823201,0.78847196,85.0
0.67160425,0.47935522,0.82902247,85.0
0.66349848,0.47495387,0.82332118,89.0
0.60842892,0.46579728,0.79082166,76.0
0.60261645,0.47914985,0.79302272,81.0
0.74647352,0.4035335,0.84877995,83.0
0.71288037,0.4232408,0.83440111,88.0
0.70830118,0.42914469,0.83348218,82.0
0.37280967,0.62987569,0.76786161,79.0
0.50453001,0.42943573,0.71730253,69.0
0.61925122,0.42192168,0.77989739,82.0
0.56902026,0.43476969,0.75639719,74.0
0.56018364,0.49170125,0.77644189,73.0
0.63371983,0.48387447,0.81095345,82.0
0.55172553,0.42682805,0.74306164,71.0
0.68189926,0.35404315,0.79452065,79.0
0.62276373,0.54585322,0.82867936,83.0
0.5434524,0.57889225,0.80774427,86.0
0.5434524,0.57889225,0.80774427,85.0
0.58215509,0.47594454,0.78102609,77.0
0.58229478,0.47958751,0.78262099,75.0
0.55589383,0.61718696,0.82999037,85.0
0.6456769,0.50507483,0.82463658,83.0
0.59323548,0.53298951,0.8100367,83.0
0.64031183,0.53354324,0.83222102,84.0
0.5918761,0.57505593,0.82657017,78.0
0.62411008,0.49370198,0.80968768,76.0
0.62764203,0.45016561,0.79526478,78.0
0.64299673,0.48055222,0.81455544,79.0
0.46939092,0.62172745,0.79928515,77.0
0.32243948,0.58621222,0.71963374,78.0
0.30018168,0.59170273,0.71426609,80.0
0.29897979,0.58482875,0.70895656,70.0
0.56585576,0.57087212,0.8136966,79.0
0.57521214,0.57903991,0.82118126,87.0
0.59048012,0.47392679,0.78456256,86.0
0.56346635,0.55677992,0.80651952,80.0
0.61779054,0.52927353,0.82008389,81.0
0.58353283,0.50310367,0.79305899,81.0
0.56279569,0.53584871,0.79707106,83.0
0.62006758,0.51196619,0.81458014,75.0
0.5874685,0.47108397,0.78180548,79.0
0.63215168,0.47771877,0.80787973,82.0
0.4647239,0.53212668,0.74955859,70.0
0.66685532,0.49945435,0.83324588,84.0
0.75392197,0.32471142,0.83382632,85.0
0.73597966,0.36790591,0.8331143,83.0
0.57596413,0.50531916,0.79023758,85.0
0.46375925,0.55283924,0.76021418,79.0
0.44781991,0.50552877,0.72696283,73.0
0.52979337,0.50995184,0.76957611,75.0
0.52758119,0.50308049,0.76524588,81.0
0.66500537,0.52237411,0.83999789,86.0
0.54832126,0.54157367,0.79293857,71.0
0.63955152,0.48469872,0.81426044,76.0
0.61030384,0.5152411,0.81109132,86.0
0.65016209,0.41978471,0.7970187,84.0
0.71979137,0.45823075,0.84819158,87.0
0.72687319,0.38452389,0.83189698,79.0
0.68429832,0.40163875,0.81109635,79.0
0.60748816,0.55375136,0.82484212,80.0
0.70427554,0.50828879,0.85458897,85.0
0.71333732,0.50887463,0.85921269,82.0
0.45310697,0.5346266,0.74549053,70.0
0.38275121,0.53830875,0.71502163,79.0
0.38454512,0.53688019,0.71497065,72.0
0.38567687,0.5752661,0.73907614,76.0
0.54104835,0.53295214,0.78564761,85.0
0.4754327,0.50994508,0.74293321,69.0
0.59923067,0.46212219,0.78443507,80.0
0.60792108,0.43994815,0.78041547,79.0
0.67051444,0.4926526,0.83283636,83.0
0.4455569,0.56483667,0.75872669,79.0
0.58459196,0.53820031,0.8081647,78.0
0.37926738,0.63089191,0.77088257,82.0
0.52378904,0.5346749,0.77840709,75.0
0.6686305,0.3948398,0.79946837,85.0
0.5415731,0.60761977,0.82012235,86.0
0.39941707,0.52936397,0.71734404,72.0
0.44072707,0.56216253,0.75512936,70.0
0.45190065,0.61995603,0.79169815,77.0
0.64170092,0.4962684,0.81951343,81.0
0.62492621,0.58319559,0.84366759,81.0
0.60727707,0.58931038,0.83871277,85.0
0.65615791,0.52739054,0.83749698,88.0
0.62412119,0.56038408,0.83475769,82.0
0.52624307,0.56364898,0.79327568,76.0
0.65701689,0.35696791,0.77945086,76.0
0.67946358,0.33422512,0.7865949,77.0
0.7312767,0.46035529,0.85498489,84.0
0.61216801,0.44936728,0.78644702,83.0
0.50707458,0.60662148,0.80609373,80.0
0.41212154,0.57876484,0.75236492,77.0
0.35559035,0.5775695,0.72778171,65.0
0.37826046,0.6622655,0.79001711,76.0
0.42428656,0.47195805,0.69599915,70.0
0.56030946,0.48457964,0.77337454,71.0
0.54425444,0.41397714,0.73292268,82.0
0.77949755,0.41815063,0.87170079,94.0
0.53880475,0.50345776,0.77099708,80.0
0.51253176,0.46592674,0.73965625,78.0
0.49958979,0.45255651,0.72605369,72.0
0.46955435,0.43033704,0.69782476,56.0
0.48357548,0.43863547,0.71009759,73.0
0.5113989,0.44793916,0.73026247,68.0
0.58335346,0.47120362,0.77967882,74.0
0.63798333,0.46766119,0.80728448,81.0
0.56108713,0.5445857,0.8001128,82.0
0.64903169,0.54533128,0.84042569,81.0
0.66205204,0.5438122,0.84583226,83.0
0.51014481,0.53132364,0.77041645,74.0
0.59666569,0.48632639,0.79281781,76.0
0.57362295,0.51338,0.7925164,74.0
0.57234475,0.51696166,0.79342612,73.0
0.49787159,0.56375277,0.78094787,80.0
0.53155889,0.59138283,0.80858692,82.0
0.48482338,0.63851447,0.81377111,87.0
0.51435698,0.56258639,0.78757313,83.0
0.69465733,0.52603568,0.85527847,93.0
0.36836299,0.56201778,0.72335422,75.0
0.4587194,0.59037138,0.77827598,75.0
0.41986096,0.55059691,0.73928372,79.0
0.65665513,0.3587078,0.77981561,81.0
0.65175011,0.40797352,0.79382684,72.0
0.65200127,0.36729117,0.77981813,76.0
0.65571925,0.53148002,0.83869759,83.0
0.41161997,0.61133011,0.7713144,74.0
0.4922699,0.59350313,0.7936093,81.0
0.68926347,0.41446289,0.81805223,84.0
0.55337579,0.49042446,0.77241122,81.0
0.46907064,0.47899977,0.72338568,84.0
0.70904349,0.5270245,0.8623847,87.0
0.69751637,0.52674676,0.85684864,84.0
0.54815242,0.55553047,0.79916752,76.0
0.55779455,0.5205872,0.78800105,84.0
0.49317618,0.59313608,0.79379167,86.0
0.49326236,0.60072816,0.79767393,80.0
0.38013503,0.54188379,0.71602981,71.0
0.39708204,0.54082169,0.72315315,76.0
0.68876976,0.49807462,0.84378564,82.0
0.51116165,0.54621162,0.77817084,78.0
0.60051046,0.49362999,0.79771047,82.0
0.608124,0.55194046,0.82441622,80.0
0.38440215,0.58352213,0.74361712,77.0
0.54343702,0.48267955,0.76381063,72.0
0.54229398,0.38947641,0.72055968,62.0
0.67844225,0.35196217,0.79161842,66.0
0.61349651,0.49521908,0.80490041,74.0
0.67337265,0.53408984,0.847821,81.0
0.65154309,0.53552921,0.83815194,80.0
0.66117625,0.54624859,0.84625824,88.0
0.64589013,0.48698035,0.81833468,92.0
0.56855113,0.48436005,0.77752772,74.0
0.53493591,0.45265657,0.74545023,74.0
0.6093432,0.44154719,0.78183662,79.0
0.62800536,0.50712645,0.81665368,78.0
0.63582767,0.49318839,0.81543323,83.0
0.62553344,0.47324621,0.80274832,81.0
0.49915558,0.56361965,0.78144133,74.0
0.6544857,0.43628474,0.80522831,87.0
0.61694346,0.4608095,0.79345956,83.0
0.59488792,0.53057985,0.80983223,80.0
0.58693006,0.50296909,0.79469147,78.0
0.4910356,0.56914891,0.78071213,82.0
0.49825343,0.60184244,0.80022581,81.0
0.57722801,0.65737122,0.85514615,88.0
0.50383433,0.6632031,0.83289294,86.0
0.3403223,0.62189025,0.75056943,79.0
0.79844873,0.46120152,0.89140449,84.0
0.76600407,0.47220897,0.87649905,86.0
0.65263777,0.45831558,0.81183929,77.0
0.39932312,0.62670711,0.77577159,82.0
0.2709418,0.66669516,0.75700137,73.0
0.37466178,0.56185191,0.72600926,64.0
0.4162924,0.56680797,0.74714252,80.0
0.49999563,0.62175773,0.81087721,82.0
0.57964123,0.52870907,0.80188872,81.0
0.50829686,0.50522092,0.75671558,77.0
0.69176606,0.40661086,0.81709733,85.0
0.70867676,0.45670616,0.84172588,82.0
0.55314393,0.50697696,0.77968966,77.0
0.64318599,0.38320058,0.77991733,75.0
0.63086969,0.5403564,0.83033161,86.0
0.55179144,0.47438678,0.76441565,82.0
0.56132228,0.49594276,0.77888132,73.0
0.52455886,0.4040502,0.71666095,69.0
0.62115295,0.42506729,0.78218844,81.0
0.60770136,0.51606884,0.81015446,79.0
0.54202741,0.42751158,0.73781599,68.0
0.56407322,0.43507364,0.75373347,82.0
0.63009315,0.56895833,0.84055473,84.0
0.62338844,0.51718278,0.81816545,80.0
0.63716182,0.50233629,0.8194286,86.0
0.59806162,0.47286707,0.78812505,81.0
0.56030517,0.58020802,0.81541964,82.0
0.53650535,0.57215044,0.80169402,77.0
0.47389011,0.55596942,0.76639112,76.0
0.53723974,0.54131877,0.78774056,77.0
0.5847354,0.45763955,0.7747769,78.0
0.638361,0.46996045,0.80831703,80.0
0.54407101,0.57565525,0.80652893,85.0
0.44212009,0.5087848,0.72596091,67.0
0.51629234,0.53643491,0.77577002,69.0
0.60811394,0.43437854,0.77834084,78.0
0.68644718,0.39387351,0.80994733,74.0
0.68034404,0.43932773,0.82077777,85.0
0.6789024,0.47312724,0.83082242,81.0
0.64249319,0.55621556,0.84134404,83.0
0.61134989,0.48857574,0.80123491,83.0
0.66576485,0.42106113,0.80649828,84.0
0.60211976,0.54127125,0.81748089,80.0
0.58836327,0.55894783,0.81844673,83.0
0.6342321,0.51899121,0.82406243,88.0
0.52410208,0.48717545,0.75594786,81.0
0.61082649,0.56104178,0.82916909,80.0
0.62267737,0.46207606,0.79702912,83.0
0.57443684,0.44382784,0.76331362,72.0
0.60865959,0.59798497,0.84267527,87.0
0.59391706,0.39707419,0.75516212,77.0
0.54388936,0.49611256,0.77017158,78.0
0.53020015,0.49294597,0.76178609,81.0
0.5929852,0.46873425,0.78376697,84.0
0.68649099,0.44068361,0.82464927,84.0
0.68692157,0.4432614,0.82569715,78.0
0.57846538,0.54572094,0.80850565,85.0
0.65130738,0.55142947,0.84358677,80.0
0.50264453,0.57507592,0.78866168,83.0
0.41740377,0.66883713,0.80706576,84.0
0.38131029,0.60983186,0.75860699,77.0
0.24766152,0.66179768,0.74555738,71.0
0.32886908,0.64506789,0.76179409,74.0
0.60691868,0.48499141,0.79755974,77.0
0.46719291,0.5513824,0.76097336,80.0
0.58635392,0.46653014,0.77933229,82.0
0.57124381,0.48121245,0.77756662,79.0
0.47197665,0.62720709,0.80315664,79.0
0.45273315,0.63762457,0.80168394,79.0
0.68138067,0.36713764,0.79835782,85.0
0.66126814,0.37306879,0.78763843,72.0
0.67855574,0.46619964,0.82841294,86.0
0.65486348,0.47921976,0.82025972,71.0
0.59608722,0.53370951,0.81165931,82.0
0.61294485,0.51033289,0.81047182,85.0
0.55642711,0.53381375,0.79321242,79.0
0.60935693,0.46573821,0.79129433,79.0
0.58020947,0.54886581,0.81061814,79.0
0.58124527,0.50520146,0.79280077,82.0
0.64437503,0.5375974,0.83555809,81.0
0.76153146,0.55561188,0.89402741,86.0
0.60868182,0.54906043,0.82353915,88.0
0.54330405,0.51657669,0.77922253,76.0
0.51744854,0.44046383,0.729995,75.0
0.58949914,0.5585936,0.81880229,83.0
0.62169767,0.42415713,0.7821573,79.0
0.63129568,0.40890903,0.7820622,78.0
0.63368652,0.51736425,0.82320402,88.0
0.59971822,0.61835601,0.84723487,90.0
0.4449805,0.6147948,0.7862036,85.0
0.44520527,0.55234848,0.7516453,77.0
0.43611548,0.55346656,0.74820671,73.0
0.43459502,0.55330378,0.74743573,75.0
0.4019414,0.67020034,0.80276047,79.0
0.45596972,0.64478297,0.80675118,77.0
0.36653224,0.57404058,0.73016844,72.0
0.38887708,0.53698068,0.71703828,76.0
0.62848971,0.53893998,0.82871146,87.0
0.55765094,0.56826259,0.80902136,86.0
0.58129852,0.50311315,0.79195274,77.0
0.59390545,0.47781269,0.78794258,73.0
0.59940418,0.59814278,0.83901768,87.0
0.55423678,0.59882205,0.82116963,78.0
0.52195603,0.52609628,0.77345319,77.0
0.616497,0.48039877,0.80073137,77.0
0.56170435,0.58294245,0.81720549,82.0
0.41578884,0.62547427,0.78119789,75.0
0.32352063,0.64194202,0.75778116,80.0
0.23814247,0.6224297,0.71234522,68.0
0.59472588,0.64094682,0.85448504,87.0
0.61000296,0.60135155,0.84452829,84.0
0.6559546,0.3773274,0.78577236,82.0
0.6865363,0.44407354,0.82573723,80.0
0.64807522,0.41137785,0.79284928,83.0
0.66017434,0.42008927,0.80293145,77.0
0.64548105,0.41439421,0.79239165,80.0
0.56162278,0.37839356,0.7275019,76.0
0.59740277,0.37475908,0.74827974,71.0
0.5394552,0.39242564,0.72018479,75.0
0.52493402,0.46888979,0.74768761,72.0
0.47637422,0.53016171,0.75398056,81.0
0.51885381,0.52222381,0.77011981,77.0
0.70034499,0.46127793,0.83856923,74.0
0.67173135,0.48896191,0.83224221,83.0
0.64931078,0.35610535,0.77419309,75.0
0.58929051,0.5932967,0.83296309,92.0
0.64166053,0.49718716,0.81982231,81.0
0.58782136,0.47297488,0.7827715,80.0
0.62020277,0.4607456,0.79519267,80.0
0.73444688,0.43040488,0.84874224,85.0
0.64379449,0.48793995,0.81760139,82.0
0.63734376,0.4889088,0.81464959,83.0
0.69211265,0.3833069,0.810128,84.0
0.45093285,0.59470408,0.77746533,75.0
0.6092624,0.52373424,0.81390506,81.0
0.54257472,0.507566,0.77474824,80.0
0.51536713,0.50609877,0.76063923,76.0
0.5670145,0.56039613,0.8096579,82.0
0.62275243,0.43836149,0.78812324,79.0
0.50156706,0.54027754,0.77085918,70.0
0.59036305,0.52418672,0.8050893,80.0
0.6538726,0.42144122,0.79974495,85.0
0.70321773,0.42107327,0.82818481,82.0
0.66441461,0.39691012,0.79761185,81.0
0.67880355,0.44972771,0.82325449,89.0
0.7505918,0.38646134,0.84697843,89.0
0.56123461,0.55628311,0.80531238,81.0
0.5193368,0.55712632,0.78712692,75.0
0.47930098,0.50637395,0.7429694,75.0
0.4590256,0.4727038,0.71474626,69.0
0.4433327,0.47002586,0.70498072,66.0
0.4817113,0.65768923,0.82258419,87.0
0.41367578,0.62630216,0.7808919,73.0
0.67903905,0.33710893,0.78723785,83.0
0.73652794,0.35591374,0.83030127,86.0
0.73620926,0.35681654,0.83033416,86.0
0.74620975,0.37710969,0.84191651,84.0
0.64608883,0.40272193,0.78861662,80.0
0.58923739,0.3938848,0.75103054,74.0
0.56789784,0.37518378,0.73001556,70.0
0.56789784,0.37518378,0.73001556,80.0
0.59440494,0.39275743,0.75370541,90.0
0.59314537,0.40850101,0.7593459,78.0
0.50157472,0.36350619,0.6827554,71.0
0.57201616,0.51300862,0.79157556,84.0
0.50259219,0.50158345,0.75208372,75.0
0.59289718,0.52493041,0.80659783,80.0
0.55667051,0.50833526,0.78203052,76.0
0.48107944,0.66323651,0.8252465,76.0
0.55749,0.55980737,0.80521036,81.0
0.55858872,0.55531902,0.8037128,83.0
0.60967963,0.50130049,0.80534742,77.0
0.63707554,0.44925496,0.80012116,80.0
0.73517959,0.33487269,0.82386072,84.0
0.3835559,0.65746359,0.78884545,81.0
0.072118283,0.68687904,0.70946079,69.0
0.46365193,0.66636038,0.82105303,79.0
0.73819048,0.39295089,0.84106877,79.0
0.74858808,0.39234116,0.84722733,82.0
0.68796878,0.39517721,0.81127641,82.0
0.76091992,0.40855075,0.85859626,88.0
0.61679268,0.35854335,0.75418912,84.0
0.4440093,0.58302348,0.76816493,75.0
0.46001701,0.55844836,0.76156962,73.0
0.64126558,0.58765084,0.85207616,83.0
0.69235995,0.5066015,0.84821086,81.0
0.42047146,0.65211918,0.79839313,82.0
0.37707977,0.70487311,0.81615949,84.0
0.32338362,0.6706192,0.77713556,82.0
0.57079952,0.4953488,0.78340346,78.0
0.52728956,0.53261005,0.77905989,79.0
0.47024502,0.58970729,0.78264539,77.0
0.459143,0.6592755,0.81571677,81.0
0.36880084,0.63552456,0.76994341,78.0
0.46266494,0.54829119,0.75728102,74.0
0.58202563,0.42782851,0.76084698,76.0
0.56283706,0.42153974,0.74711861,72.0
0.53319599,0.56824459,0.79845485,84.0
0.52119778,0.52703855,0.77354501,82.0
0.65033248,0.51027429,0.82875883,80.0
0.66745191,0.50098385,0.83405313,84.0
0.66845992,0.50220229,0.83496011,90.0
0.61904484,0.51001751,0.81333864,86.0
0.62525035,0.56998452,0.83885185,84.0
0.57350951,0.54735074,0.8069494,90.0
0.62209307,0.53090786,0.82272683,85.0
0.61533408,0.33130811,0.74277702,69.0
0.78241151,0.39083637,0.86745301,89.0
0.75544577,0.41028023,0.85578154,85.0
0.645216,0.45049952,0.80504602,76.0
0.57386603,0.446845,0.76428187,80.0
0.60831018,0.56291221,0.82879716,87.0
0.56362837,0.6086148,0.8292106,89.0
0.67558032,0.38014013,0.79890526,79.0
0.68384977,0.40569369,0.81210992,76.0
0.63979765,0.38760766,0.77941484,82.0
0.56476722,0.38148509,0.73080204,72.0
0.46974856,0.54692791,0.75975787,74.0
0.54011632,0.5762495,0.80512406,85.0
0.47054395,0.51689684,0.74421811,71.0
0.68031069,0.52931173,0.84952599,85.0
0.30706048,0.61914032,0.73608727,74.0
0.23041143,0.65495235,0.73445527,74.0
0.36055313,0.61193072,0.75185032,68.0
0.41712853,0.66102444,0.80242081,84.0
0.67577585,0.39741458,0.80462725,84.0
0.55463362,0.44666405,0.75356277,76.0
0.55626508,0.53872564,0.79531646,74.0
0.61257398,0.48562677,0.80071842,79.0
0.36643195,0.51430058,0.69227637,73.0
0.36787523,0.5230323,0.6984969,62.0
0.43268693,0.58792438,0.76622412,87.0
0.64109071,0.48030418,0.81347634,85.0
0.46870119,0.57611286,0.77478927,78.0
0.43440745,0.56302728,0.75285148,79.0
0.59083059,0.54761394,0.81489746,81.0
0.62210071,0.53306755,0.82354656,79.0
0.75352214,0.3758606,0.84616346,78.0
0.69505517,0.42748939,0.82541585,85.0
0.3378517,0.59097552,0.72916514,73.0
0.45317425,0.59045832,0.77605206,76.0
0.46155153,0.58927742,0.77884705,72.0
0.70465053,0.49058037,0.84954318,88.0
0.3166436,0.57054217,0.70652724,79.0
0.4623939,0.57445343,0.77122357,74.0
0.27558059,0.6980012,0.78122621,79.0
0.27756726,0.70628356,0.78780962,76.0
0.74615395,0.32135689,0.82772912,88.0
0.66176215,0.40039406,0.79719057,77.0
0.7324108,0.41827654,0.84433708,91.0
0.72496032,0.41377534,0.83876496,78.0
0.66373586,0.48294039,0.82613139,81.0
0.55812046,0.60065663,0.82353834,88.0
0.55651503,0.54236702,0.79704665,83.0
0.52974425,0.50510561,0.76727307,75.0
0.63781715,0.44791262,0.80004342,77.0
0.50563849,0.55560974,0.78031056,79.0
0.64142924,0.52848267,0.83092767,81.0
0.68392115,0.49524588,0.8404579,86.0
0.62602381,0.55317084,0.83289653,89.0
0.63056494,0.42502837,0.78758532,74.0
0.62605034,0.42478152,0.78489725,77.0
0.63505776,0.43691588,0.79450682,82.0
0.5111309,0.62774605,0.81801655,82.0
0.44898421,0.64118322,0.80228629,87.0
0.58622664,0.47666224,0.78345678,76.0
0.57068122,0.55684493,0.80974521,83.0
0.50300482,0.50401,0.75349536,82.0
0.51669324,0.55324622,0.78408088,79.0
0.70531993,0.49362323,0.85078086,84.0
0.56497484,0.52915421,0.79517023,84.0
0.73507535,0.54406261,0.87921095,89.0
0.39000155,0.52721147,0.71159973,68.0
0.43176028,0.55589039,0.74763928,71.0
0.39527198,0.57908967,0.74546373,79.0
0.40543442,0.58202537,0.75148668,77.0
0.64951421,0.55562029,0.84425123,81.0
0.68669663,0.47288991,0.83485463,82.0
0.45878857,0.50835025,0.73391353,76.0
0.43800889,0.4979934,0.71787675,71.0
0.49745167,0.48658614,0.74198472,79.0
0.54876336,0.45459301,0.75389238,69.0
0.53594808,0.55882301,0.79527097,84.0
0.54634538,0.65077147,0.84157086,78.0
0.61798719,0.45920318,0.79340868,79.0
0.404747,0.61787387,0.77253828,74.0
0.5988753,0.50482136,0.80137162,86.0
0.59551517,0.54139785,0.81450239,80.0
0.45007151,0.60928087,0.78513242,82.0
0.62362168,0.49156772,0.80863712,90.0
0.74112334,0.47213946,0.86334922,84.0
0.72048953,0.48016276,0.85470005,85.0
0.65140684,0.55048814,0.84330324,88.0
0.29702994,0.61935972,0.73242128,73.0
0.23509981,0.60316556,0.69646126,69.0
0.73093986,0.52853748,0.87314823,87.0
0.73592104,0.53099039,0.87614443,90.0
0.72895341,0.53238559,0.87325471,89.0
0.69917855,0.52403317,0.85681897,91.0
0.52284402,0.55029384,0.78542002,76.0
0.515489,0.5435965,0.77886748,72.0
0.50304752,0.60626461,0.80433222,75.0
0.42362896,0.57823273,0.75690556,66.0
0.50494013,0.60440729,0.80415792,73.0
0.63539899,0.42792225,0.79141988,76.0
0.71963814,0.3809931,0.82645407,85.0
0.65031406,0.54454248,0.84073291,86.0
0.64518459,0.55856617,0.84337248,86.0
