theta,p_forced,q,y_rep
0.64761517,0.46606232,0.81184846,83.0
0.66549766,0.37175497,0.78985057,70.0
0.60839344,0.39337669,0.76244233,80.0
0.53129637,0.511142,0.77087048,70.0
0.50668697,0.55335612,0.77966476,77.0
0.77059381,0.52071739,0.8900496,88.0
0.40602306,0.47379486,0.68744628,70.0
0.42218979,0.48222407,0.70082378,67.0
0.55296239,0.48176527,0.76832958,77.0
0.53746963,0.60091931,0.81541306,78.0
0.52304589,0.55319989,0.78689685,78.0
0.68381503,0.5197646,0.84815678,90.0
0.65331218,0.47838806,0.81916349,72.0
0.68407443,0.49384551,0.84009285,79.0
0.61514692,0.51175151,0.81209607,85.0
0.68779784,0.52153752,0.85062298,87.0
0.46578087,0.53789108,0.75313258,66.0
0.4955695,0.50276592,0.74917996,76.0
0.44394426,0.45623418,0.6976359,69.0
0.3244429,0.56203058,0.70412665,72.0
0.61098639,0.53241085,0.81810146,85.0
0.57072684,0.4990382,0.78495055,78.0
0.52354172,0.52252356,0.7725024,79.0
0.5729241,0.50416637,0.78824141,78.0
0.49141792,0.50691677,0.74922671,81.0
0.49774918,0.5125577,0.7551817,77.0
0.66180112,0.48944402,0.82733054,79.0
0.39326869,0.57295235,0.74089682,70.0
0.37885322,0.63518277,0.77339495,80.0
0.52052734,0.57729004,0.79732213,75.0
0.44020045,0.57338254,0.76117974,71.0
0.58526631,0.49890783,0.79218019,79.0
0.63239064,0.52626775,0.82585159,83.0
0.66674535,0.51824751,0.83945374,83.0
0.65219437,0.54001338,0.84001406,84.0
0.48195527,0.5983828,0.79194433,85.0
0.29429447,0.65384099,0.75571367,79.0
0.48672626,0.6295952,0.80988094,81.0
0.65394063,0.52618456,0.83603173,86.0
0.60875465,0.48052827,0.7967591,86.0
0.65196613,0.45205399,0.80929623,87.0
0.75353373,0.4324696,0.8601229,88.0
0.58681033,0.46009311,0.77691605,78.0
0.63620295,0.51211402,0.82250852,80.0
0.52668404,0.62427405,0.82216291,78.0
0.49341324,0.51616217,0.75489416,76.0
0.39771556,0.49395914,0.69521946,69.0
0.41980172,0.53476259,0.73007005,71.0
0.60419727,0.38624918,0.75707575,76.0
0.60892011,0.40380956,0.76684191,71.0
0.59797104,0.38682942,0.75348767,80.0
0.40036945,0.73169556,0.83911646,84.0
0.34820249,0.65681739,0.77631443,73.0
0.23931542,0.64320659,0.72859275,80.0
0.60856012,0.5757126,0.83391699,85.0
0.64263483,0.55239208,0.84004052,90.0
0.56910732,0.38958965,0.73697865,71.0
0.45015835,0.64796663,0.80643739,84.0
0.27983819,0.64951886,0.74759686,68.0
0.62934831,0.45533576,0.79811928,75.0
0.58096491,0.52403431,0.80055368,83.0
0.61437121,0.52425909,0.81654061,78.0
0.62549092,0.40388298,0.77674876,80.0
0.48619263,0.45065393,0.71774194,70.0
0.76206429,0.48417175,0.87726604,89.0
0.76884839,0.48089941,0.88000906,84.0
0.56317144,0.50930496,0.78565039,76.0
0.57047696,0.48511172,0.77884362,77.0
0.75384303,0.44306745,0.86290717,91.0
0.35092745,0.59891442,0.73966636,76.0
0.28825756,0.70705733,0.79150027,81.0
0.41484754,0.6428736,0.79102661,78.0
0.40898828,0.63415128,0.78377912,78.0
0.47991478,0.59253204,0.78808194,70.0
0.57905674,0.59623355,0.83003723,85.0
0.57672138,0.60887,0.83444303,89.0
0.62953395,0.48024477,0.80744833,86.0
0.67900389,0.47421287,0.83122438,77.0
0.67381867,0.42631345,0.81287416,80.0
0.52853867,0.52481259,0.77596751,74.0
0.65520839,0.57147549,0.85224834,86.0
0.64018673,0.57063922,0.8455103,83.0
0.60137903,0.62352425,0.84992887,89.0
0.51861872,0.65682698,0.83480293,89.0
0.68840229,0.57363506,0.86714566,88.0
0.68484152,0.56859134,0.8640379,88.0
0.50651245,0.47277429,0.73982068,72.0
0.57621876,0.47860564,0.77904285,75.0
0.59164435,0.58725227,0.83145213,85.0
0.5805647,0.58403394,0.82552915,77.0
0.46051992,0.55516368,0.76001967,77.0
0.47809658,0.5086971,0.74358734,80.0
0.47130518,0.5009177,0.73613777,73.0
0.69555225,0.41284307,0.8212414,83.0
0.56108786,0.44994572,0.7585745,79.0
0.52121527,0.54239931,0.78090778,78.0
0.45623586,0.52279878,0.74051509,71.0
0.77237113,0.41486007,0.86680526,86.0
0.78318237,0.42607943,0.8755639,87.0
0.78318237,0.42607943,0.8755639,88.0
0.70048048,0.37286176,0.81215985,83.0
0.50924913,0.5848686,0.79627391,81.0
0.55172779,0.54234761,0.79484715,77.0
0.60558564,0.50120075,0.80326641,73.0
0.55965897,0.48860339,0.77481109,77.0
0.5459476,0.53330784,0.7880973,82.0
0.59568507,0.56077159,0.8224134,91.0
0.62985938,0.41633527,0.78396197,79.0
0.60831445,0.43442311,0.7784717,74.0
0.64560835,0.45378462,0.80642583,83.0
0.61823976,0.43915119,0.78589022,71.0
0.6039898,0.53475737,0.81575917,86.0
0.67734644,0.43236917,0.81685189,82.0
0.4514598,0.47529412,0.71217773,77.0
0.47865673,0.62026369,0.80202703,79.0
0.52505748,0.49198892,0.75872393,76.0
0.37149482,0.5364311,0.70864454,76.0
0.36828262,0.53680898,0.70739418,76.0
0.46017381,0.58658833,0.77682955,72.0
0.4664585,0.60077367,0.78699619,72.0
0.3763484,0.56984235,0.73173149,78.0
0.69479772,0.50911352,0.85018033,81.0
0.71125486,0.47661264,0.84887445,87.0
0.59071006,0.48144372,0.78776013,90.0
0.62791189,0.47261549,0.8037665,82.0
0.51725433,0.53489313,0.77547167,76.0
0.48183851,0.59050128,0.78781353,83.0
0.49598543,0.54836171,0.77236772,79.0
0.61155203,0.48107206,0.7984235,86.0
0.65468524,0.51309586,0.83186481,82.0
0.72288098,0.37804359,0.82764405,81.0
0.60671603,0.58396274,0.83637922,87.0
0.53772501,0.57266115,0.80245194,84.0
0.57449389,0.51067894,0.7917909,80.0
0.57997813,0.55552238,0.81330968,74.0
0.56442722,0.62433346,0.83636988,82.0
0.56055433,0.61609934,0.83129652,85.0
0.67864082,0.38576128,0.80260874,87.0
0.66836684,0.42286663,0.80860344,87.0
0.65669303,0.44997546,0.81117275,78.0
0.65299338,0.45421484,0.81060894,81.0
0.59095482,0.49677973,0.79416017,81.0
0.57164193,0.65850855,0.85371938,84.0
0.56167813,0.59881679,0.82415263,85.0
0.49253978,0.58372519,0.78875709,74.0
0.80402057,0.30112562,0.863035,89.0
0.47384811,0.56838128,0.77290299,76.0
0.46629446,0.54954738,0.75959094,73.0
0.50568173,0.59667108,0.80062714,77.0
0.5498702,0.53554116,0.79093323,76.0
0.50817723,0.50024898,0.75421107,74.0
0.5612455,0.55997157,0.80693555,85.0
0.42649293,0.5198693,0.72464165,69.0
0.52054818,0.51115044,0.76562019,75.0
0.57713746,0.57402563,0.8198714,86.0
0.51275512,0.59413123,0.80224252,79.0
0.46023274,0.54758401,0.75580066,77.0
0.32939406,0.64034239,0.75881147,70.0
0.43640402,0.64008148,0.79715137,83.0
0.55803364,0.51735096,0.78668536,82.0
0.62183191,0.48177037,0.80402209,79.0
0.64686643,0.5134203,0.82817238,86.0
0.62982197,0.52418216,0.82386269,80.0
0.66709947,0.43630115,0.81234435,82.0
0.64502251,0.4130612,0.79164994,81.0
0.60659024,0.53339168,0.81643173,85.0
0.69505545,0.41495551,0.82159387,82.0
0.40267799,0.67313086,0.80475387,77.0
0.53593767,0.505734,0.77062977,71.0
0.51453995,0.52379552,0.76882175,80.0
0.55442497,0.59000999,0.81731869,87.0
0.70137466,0.39738339,0.82004341,81.0
0.54880261,0.55132317,0.79755819,77.0
0.49985307,0.58239962,0.79113845,73.0
0.47952833,0.58820408,0.78567189,79.0
0.76004026,0.37769406,0.85067163,81.0
0.65773865,0.3732004,0.78547072,77.0
0.65197416,0.50384283,0.82732449,82.0
0.55158657,0.58135714,0.81227492,82.0
0.42472847,0.61373802,0.77779448,76.0
0.51551446,0.63135608,0.82139735,82.0
0.57133516,0.45315471,0.76558665,81.0
0.59988309,0.44261198,0.77697963,83.0
0.44249741,0.55451043,0.75163841,78.0
0.49486838,0.55287853,0.77414481,78.0
0.37166949,0.63117938,0.76825875,75.0
0.38676983,0.5416009,0.71889584,70.0
0.38053535,0.53640649,0.71282021,68.0
0.74107289,0.52131189,0.87605467,88.0
0.73698591,0.442157,0.85327943,85.0
0.64736482,0.52888918,0.83386975,85.0
0.61547988,0.47396003,0.79772705,75.0
0.49634143,0.62174947,0.80949088,82.0
0.49867556,0.61475724,0.80686839,75.0
0.47796178,0.57243915,0.77679689,75.0
0.66138818,0.41573748,0.80216181,79.0
0.66637457,0.41422856,0.80457175,87.0
0.72212248,0.45627215,0.84891025,85.0
0.17411795,0.78199782,0.81995592,79.0
0.40362857,0.51116476,0.70847263,73.0
0.49238524,0.52053294,0.75661544,76.0
0.52909305,0.54842187,0.78734872,79.0
0.46227973,0.57704021,0.77256595,78.0
0.47521339,0.56652981,0.77252065,78.0
0.67195291,0.41063812,0.80666155,81.0
0.66481847,0.4052171,0.80063976,80.0
0.64926862,0.42238249,0.79741142,83.0
0.76284498,0.48059531,0.87682057,89.0
0.56267987,0.51157657,0.7864026,89.0
0.54543737,0.5539357,0.79723584,79.0
0.42484944,0.61592079,0.77909663,73.0
0.50868739,0.59213033,0.79960849,80.0
0.54725258,0.61338497,0.82496104,83.0
0.61711252,0.54250616,0.82483134,81.0
0.59322713,0.56204862,0.82185326,77.0
0.66353794,0.50261758,0.83264969,83.0
0.63396722,0.53079739,0.82825646,74.0
0.72108294,0.45414417,0.8477515,81.0
0.57197665,0.46608474,0.7714718,78.0
0.69539791,0.47070307,0.83877505,84.0
0.58255355,0.53781465,0.80706237,79.0
0.75943743,0.53615958,0.88841736,84.0
0.69018716,0.45250408,0.83037874,88.0
0.549176,0.49770189,0.77355196,73.0
0.61500627,0.48897832,0.80325986,81.0
0.5837554,0.50727456,0.7949057,83.0
0.67073056,0.42547056,0.81082501,75.0
0.65692757,0.42827874,0.8038582,84.0
0.51141613,0.58672973,0.79808281,75.0
0.56738138,0.46947097,0.77048326,79.0
0.56333004,0.52863227,0.79416787,76.0
0.60096563,0.37320712,0.7498881,75.0
0.7687341,0.4122309,0.86406905,90.0
0.76602336,0.45352863,0.87213846,91.0
0.41742324,0.43742217,0.67225523,67.0
0.5132251,0.5976782,0.80415985,79.0
0.50988692,0.58912723,0.79862588,84.0
0.50506922,0.6250102,0.81440601,80.0
0.60623504,0.53317573,0.81618096,84.0
0.63905979,0.5183451,0.82615138,82.0
0.55704516,0.49982715,0.77844601,78.0
0.58488383,0.54507072,0.8111515,77.0
0.58507492,0.53104383,0.80541833,73.0
0.37951674,0.65680894,0.78705569,77.0
0.28402033,0.60369555,0.71625407,74.0
0.37788069,0.62231594,0.76503545,75.0
0.35791542,0.61996635,0.75598625,80.0
0.32446067,0.60722041,0.73466193,74.0
0.40281927,0.63627152,0.78278836,74.0
0.25563633,0.65820023,0.74557666,72.0
0.19467028,0.71155484,0.76770654,78.0
0.24069101,0.69669667,0.76969905,77.0
0.79032196,0.38362141,0.87075895,85.0
0.62785176,0.49229335,0.81105787,82.0
0.633196,0.49355477,0.81423386,71.0
0.53792654,0.54852687,0.79138625,72.0
0.51775467,0.52040788,0.76871894,76.0
0.6082195,0.57572714,0.83377817,81.0
0.64456443,0.5306778,0.8331862,88.0
0.48698997,0.48795566,0.73731612,71.0
0.51544653,0.53757628,0.77593098,81.0
0.6402668,0.34489862,0.76433828,71.0
0.61713524,0.60172337,0.84751392,78.0
0.54429101,0.50685705,0.77527032,77.0
0.56882803,0.52683457,0.79598433,75.0
0.50777333,0.52731647,0.76733256,70.0
0.56113401,0.58214862,0.81661924,75.0
0.44347471,0.55417916,0.75188943,70.0
0.66672601,0.63161139,0.87722566,91.0
0.57906972,0.3258838,0.71624408,78.0
0.58402406,0.42875292,0.76237496,76.0
0.58560717,0.57264706,0.82290801,88.0
0.58452508,0.4473158,0.77037358,83.0
0.55008817,0.50940157,0.77927396,79.0
0.6411991,0.44498598,0.80086047,74.0
0.66716401,0.45602374,0.81894512,84.0
0.58409766,0.4571524,0.77422841,73.0
0.5540701,0.51870755,0.78537731,74.0
0.43831899,0.62583713,0.78983982,75.0
0.46149791,0.57510808,0.77119481,81.0
0.49595634,0.57450529,0.78553209,72.0
0.5692407,0.40354906,0.74307321,73.0
0.76890632,0.33785548,0.84698258,83.0
0.59990502,0.46527284,0.78605835,80.0
0.53538656,0.49343928,0.76464508,79.0
0.72581854,0.50362706,0.86390374,83.0
0.60218703,0.43111704,0.77369098,75.0
0.76754942,0.45754989,0.87390716,87.0
0.58556504,0.34783607,0.72972047,77.0
0.74716859,0.49440028,0.87216851,92.0
0.69946366,0.50556172,0.85140333,86.0
0.64678535,0.47202095,0.81351007,78.0
0.65483556,0.42817556,0.80262654,87.0
0.69274962,0.47546008,0.83883491,89.0
0.45543886,0.54066385,0.74986338,73.0
0.55980182,0.56765918,0.80968436,75.0
0.53451974,0.48252973,0.7591278,72.0
0.69727995,0.40911724,0.82112794,76.0
0.48006157,0.51086948,0.74568224,80.0
0.5008778,0.56960611,0.78518085,84.0
0.50628885,0.5678313,0.7866335,74.0
0.54889732,0.53215132,0.78895221,82.0
0.56995217,0.45918684,0.76742447,79.0
0.42520076,0.65022503,0.79894961,78.0
0.37595309,0.63642164,0.77311005,80.0
0.43985646,0.5732339,0.76094973,64.0
0.49305932,0.58392915,0.78907676,78.0
0.44869719,0.56911907,0.76245413,82.0
0.53951635,0.48287885,0.76187416,72.0
0.63519805,0.4556071,0.80140441,84.0
0.63265501,0.42722696,0.78959469,74.0
0.60964953,0.41716416,0.77248976,83.0
0.60718562,0.47450555,0.79357823,80.0
0.53402962,0.58460388,0.80643771,79.0
0.58485428,0.55917028,0.81699143,74.0
0.68310941,0.43231433,0.82010576,81.0
0.57091669,0.40600583,0.74512701,70.0
0.58249069,0.51476535,0.79741002,80.0
0.49215572,0.54799164,0.77045014,81.0
0.52875862,0.46748747,0.74905806,69.0
0.65228575,0.45758041,0.81139298,82.0
0.7087233,0.45825908,0.8422035,89.0
0.57681496,0.47291494,0.77694549,77.0
0.65881656,0.48182132,0.82320601,77.0
0.70659551,0.50921893,0.85600263,81.0
0.68678417,0.49979979,0.84332938,79.0
0.61470973,0.48433318,0.80131859,77.0
0.61962242,0.53993431,0.82500133,81.0
0.65772742,0.40816246,0.79743024,83.0
0.60725949,0.49721784,0.80253708,78.0
0.64093204,0.43378876,0.79669169,78.0
0.47729926,0.61435633,0.79842377,76.0
0.54339051,0.53970675,0.78982573,83.0
0.48338909,0.59023916,0.78831308,77.0
0.5344786,0.61545463,0.8209859,82.0
0.61922022,0.42713036,0.78186282,71.0
0.55264055,0.51522564,0.78313161,80.0
0.47627564,0.60675456,0.79404779,81.0
0.53774717,0.48778473,0.76322704,72.0
0.6062906,0.4494619,0.78324797,80.0
0.56342752,0.46920417,0.76826915,82.0
0.70261961,0.44831143,0.83593864,86.0
0.59253091,0.41516286,0.76169694,84.0
0.58851273,0.40193,0.75390181,80.0
0.69343634,0.46748677,0.83675079,83.0
0.52945443,0.56317392,0.79445342,82.0
0.60313587,0.57816551,0.83258902,80.0
0.44537879,0.56816234,0.76049368,79.0
0.53966233,0.61393499,0.82227973,86.0
0.55138513,0.61379567,0.82674299,80.0
0.50631935,0.53446293,0.77017335,78.0
0.46313818,0.52924906,0.74727179,74.0
0.49596224,0.49928549,0.74762098,80.0
0.48997027,0.50739187,0.74875521,71.0
0.51228067,0.52460364,0.76814001,72.0
0.63103613,0.47748439,0.80721062,78.0
0.5291533,0.45353706,0.74269973,73.0
0.55243476,0.4191173,0.74001709,71.0
0.59745157,0.5651318,0.82494449,77.0
0.58960548,0.56625049,0.82199158,85.0
0.50291986,0.47168073,0.73738298,71.0
0.64424811,0.37043696,0.77603176,75.0
0.31825114,0.60172201,0.72847444,78.0
0.6040331,0.47360376,0.79156451,79.0
0.57309284,0.54477919,0.80566298,78.0
0.64363815,0.53496614,0.83427967,90.0
0.58714855,0.43170949,0.76538044,78.0
0.37402003,0.5671993,0.72907543,71.0
0.50300497,0.48361975,0.74336158,79.0
0.60231376,0.52082361,0.80943814,78.0
0.60393909,0.47652937,0.79267374,78.0
0.55710964,0.53143443,0.79247683,87.0
0.70763029,0.43709372,0.83542325,86.0
0.75076279,0.31955744,0.83040839,83.0
0.73999297,0.33136263,0.82614958,86.0
0.60886997,0.53316427,0.81740652,83.0
0.54799262,0.6294725,0.83251884,81.0
0.69906727,0.53153737,0.85902426,92.0
0.62201375,0.54977589,0.82982148,80.0
0.53327188,0.41344522,0.72623839,73.0
0.5757828,0.50618399,0.79051475,80.0
0.67929022,0.44874591,0.82320742,80.0
0.71005808,0.46505189,0.84489612,83.0
0.61853696,0.39016552,0.76737069,81.0
0.62972071,0.45256299,0.79729541,87.0
0.68463204,0.43102878,0.82056471,82.0
0.40853561,0.60332579,0.76538133,74.0
0.63829491,0.51486433,0.82452396,87.0
0.68942131,0.50171551,0.84524345,89.0
0.64642941,0.4991528,0.82291516,89.0
0.619963,0.53787978,0.82437722,85.0
0.5588284,0.49937839,0.77913996,80.0
0.45423698,0.59039293,0.77645161,74.0
0.60443703,0.56845055,0.82929502,86.0
0.60794749,0.58116668,0.83579534,85.0
0.60294295,0.42753268,0.77269781,80.0
0.72797657,0.46192885,0.85363204,84.0
0.70911533,0.47365943,0.8468956,85.0
0.63276646,0.49626018,0.81500984,79.0
0.51246476,0.48029622,0.74662609,77.0
0.55794717,0.49486752,0.77670476,70.0
0.44738649,0.52723839,0.73874555,78.0
0.54884382,0.51590891,0.78159932,76.0
0.5197847,0.51907101,0.76905054,69.0
0.54292074,0.5684524,0.80274855,80.0
0.68393611,0.55576851,0.85959447,85.0
0.64664943,0.58104978,0.8519637,87.0
0.48303586,0.51433693,0.74892961,73.0
0.4110998,0.603678,0.76660589,77.0
0.53980053,0.56454258,0.79960272,78.0
0.64687189,0.46460429,0.81093673,82.0
0.5953493,0.48934632,0.79336363,84.0
0.7821786,0.33293262,0.85469845,86.0
0.76619024,0.36972457,0.85263545,87.0
0.63857003,0.35958028,0.76853312,73.0
0.62176702,0.35789711,0.75713551,76.0
0.63945678,0.51302302,0.82442375,79.0
0.63897981,0.42366069,0.79192987,82.0
0.67467095,0.44028586,0.81790873,81.0
0.597343,0.46087625,0.78291804,75.0
0.51762088,0.53421383,0.77531447,78.0
0.5059645,0.60415664,0.80443933,78.0
0.65245471,0.48758597,0.82191292,84.0
0.65128181,0.43240646,0.80206981,83.0
0.69527608,0.41313937,0.82116953,80.0
0.71407452,0.41409303,0.83247427,82.0
0.71466557,0.41797351,0.8339278,83.0
0.67617755,0.49366628,0.83603778,81.0
0.67285485,0.47136335,0.82705908,85.0
0.63888752,0.53668333,0.83269057,81.0
0.57462571,0.55384164,0.81021571,85.0
0.61020672,0.45285337,0.78672592,86.0
0.5421142,0.56508211,0.80085727,75.0
0.45929702,0.48485113,0.72145747,74.0
0.58391225,0.5045548,0.79385132,73.0
0.62477215,0.49803275,0.8116479,82.0
0.55155752,0.58608046,0.8143809,91.0
0.54880973,0.60717811,0.82276258,79.0
0.47873643,0.62520758,0.80463437,81.0
0.41176708,0.65918106,0.79951908,78.0
0.40496512,0.66418262,0.80017695,79.0
0.61510839,0.5216086,0.81587116,82.0
0.60490158,0.44560545,0.78095959,77.0
0.59068904,0.49593565,0.79368094,77.0
0.48121113,0.54845598,0.76574399,81.0
0.70927496,0.42320419,0.83231102,80.0
0.53308276,0.59538805,0.81107971,88.0
0.51545699,0.60439794,0.80831379,90.0
0.52360875,0.58647703,0.80300127,82.0
0.5151237,0.61851998,0.81502938,78.0
0.62564761,0.47969132,0.8052212,84.0
0.58094445,0.43038625,0.7613002,76.0
0.73140196,0.48657537,0.86209515,84.0
0.68020927,0.48842459,0.83640293,74.0
0.65623006,0.4916566,0.82524682,83.0
0.66001006,0.58229887,0.85798582,91.0
0.64738116,0.47502785,0.81488493,86.0
0.69492377,0.35424229,0.80299467,81.0
0.71449481,0.35669866,0.81633413,83.0
0.59049957,0.3483795,0.73316113,76.0
0.78671773,0.43517312,0.87953244,93.0
0.26330057,0.64663786,0.73967831,77.0
0.21766561,0.67066886,0.74235292,68.0
0.4776322,0.65705,0.82085397,76.0
0.64621937,0.5951282,0.8567642,88.0
0.49588257,0.60446254,0.80060267,81.0
0.69763638,0.49289519,0.84666996,81.0
0.62487178,0.3477132,0.75530881,78.0
0.52465433,0.5440528,0.78326747,80.0
0.57876953,0.52809865,0.80122078,84.0
0.63921618,0.47659813,0.81116507,77.0
0.6083826,0.47235896,0.79336659,75.0
0.64495537,0.54845732,0.83968219,78.0
0.53366757,0.51992073,0.77612347,66.0
0.57536407,0.52061692,0.79643672,77.0
0.44380319,0.54111985,0.74477232,77.0
0.43132541,0.60896455,0.77762808,84.0
0.43098283,0.62828277,0.78848651,79.0
0.40887709,0.68672603,0.81481658,82.0
0.50162609,0.63555577,0.8183705,84.0
0.42434226,0.63980099,0.79264865,81.0
0.47289547,0.56542277,0.77093238,80.0
0.43128073,0.5491656,0.74360179,71.0
0.71111156,0.47708567,0.8489361,84.0
0.59191905,0.47327731,0.78505451,69.0
0.64889197,0.44857576,0.80639052,79.0
0.65538721,0.44837331,0.80990239,86.0
0.42370389,0.55411217,0.74303658,68.0
0.42337903,0.58129638,0.75856671,78.0
0.50634311,0.56634479,0.78592311,85.0
0.66542169,0.37448497,0.79071624,82.0
0.67826844,0.3691783,0.79704475,85.0
0.66788792,0.3329507,0.77846487,80.0
0.65725311,0.48637484,0.82395657,81.0
0.4515556,0.56699359,0.76252006,77.0
0.38665425,0.59472096,0.75142382,75.0
0.52765032,0.57079596,0.79726561,78.0
0.56638359,0.54990598,0.80483185,84.0
0.65311015,0.54641758,0.84265686,76.0
0.64269677,0.5391052,0.8353208,87.0
0.67174597,0.50183082,0.83647396,80.0
0.55764516,0.57369942,0.81142387,84.0
0.53048558,0.54174212,0.78484132,78.0
0.53642803,0.54974099,0.79127255,83.0
0.62528258,0.52973067,0.82378189,74.0
0.53812592,0.55036851,0.79232687,89.0
0.63755624,0.41057673,0.78636721,81.0
0.57368356,0.5771784,0.8197442,82.0
0.52384086,0.54404171,0.78289129,76.0
0.4855174,0.59901425,0.79369981,83.0
0.45338589,0.55589399,0.75724539,70.0
0.6756547,0.49479061,0.83613771,82.0
0.66496455,0.37454712,0.79045111,79.0
0.61275186,0.60650605,0.8476202,91.0
0.67191022,0.47739079,0.82853726,84.0
0.68540199,0.43973841,0.82374282,79.0
0.68258408,0.44163724,0.82276677,86.0
0.70817697,0.44564653,0.83822689,84.0
0.81281777,0.42611259,0.89257848,92.0
0.80208989,0.41557137,0.88433567,93.0
0.57485409,0.45482219,0.76821988,81.0
0.54909241,0.58210618,0.8115685,86.0
0.65579023,0.42765469,0.80299315,69.0
0.6764125,0.41484536,0.81065127,81.0
0.51700208,0.55297328,0.78408702,79.0
0.67032822,0.47200942,0.82593641,84.0
0.51731438,0.45853309,0.73864171,66.0
0.57565724,0.49301342,0.78486391,80.0
0.51147672,0.52420909,0.76756506,80.0
0.63376717,0.50958451,0.82039375,83.0
0.65178673,0.43121642,0.80194201,73.0
0.68894994,0.47953277,0.83810864,79.0
0.44973725,0.55689785,0.75617739,75.0
0.52238278,0.58928312,0.80383454,81.0
0.59311676,0.52570127,0.8070158,80.0
0.51625211,0.59357821,0.80339432,84.0
0.54031791,0.56221812,0.79875951,79.0
0.57139881,0.44466124,0.76198115,73.0
0.59504802,0.45003428,0.7772903,75.0
0.6223282,0.44147298,0.78906009,77.0
0.5336022,0.60428654,0.81544011,85.0
0.5762463,0.57544002,0.82009114,80.0
0.49892153,0.43292712,0.71585199,66.0
0.501424,0.48132972,0.74140345,74.0
0.69999014,0.47584821,0.8427493,86.0
0.3822045,0.53398107,0.7120956,72.0
0.41137612,0.67007106,0.80579595,76.0
0.49040296,0.66833021,0.83098206,86.0
0.57400271,0.57128797,0.81736983,88.0
0.60737929,0.62765973,0.8538115,84.0
0.76077181,0.31621415,0.83641915,85.0
0.66601609,0.48008032,0.82635519,79.0
0.52560809,0.5577615,0.79020563,75.0
0.6054364,0.52867497,0.8140323,77.0
0.644121,0.47904589,0.81460337,87.0
0.62606423,0.52599892,0.82275404,80.0
0.57321823,0.51582693,0.79336376,78.0
0.45816511,0.5090136,0.73396644,72.0
0.5404805,0.63035234,0.83013969,80.0
0.34860127,0.57368041,0.72229596,70.0
0.45831037,0.61575137,0.7918565,82.0
0.73456259,0.4905249,0.86476625,86.0
0.73456259,0.4905249,0.86476625,84.0
0.67782018,0.50680727,0.84110325,82.0
0.64052424,0.51507722,0.82568202,86.0
0.63291056,0.50885567,0.8197061,82.0
0.48875864,0.51750352,0.75332784,74.0
0.62749316,0.49885336,0.81331945,85.0
0.70522987,0.43793903,0.83432122,81.0
0.46876755,0.6058027,0.79058961,71.0
0.59768811,0.42532326,0.76880071,75.0
0.66620224,0.37506232,0.7913972,77.0
0.66108597,0.405059,0.79836615,83.0
0.66428814,0.46141012,0.81918899,76.0
0.78201083,0.40831066,0.87101813,88.0
0.81026435,0.39744595,0.88567401,87.0
0.7394238,0.31462815,0.82140841,86.0
0.64874469,0.30687271,0.75653535,78.0
0.74385096,0.31775059,0.82524247,88.0
0.59042356,0.5091647,0.79896543,77.0
0.62631645,0.46710594,0.80086625,88.0
0.63940438,0.46265141,0.80623445,79.0
0.67530051,0.48555401,0.83295965,87.0
0.50278457,0.59711381,0.79967877,81.0
0.48454067,0.55031982,0.76820816,76.0
0.41410295,0.64021673,0.78920404,88.0
0.62581903,0.45417462,0.79576253,81.0
0.60831652,0.54197999,0.82060113,86.0
0.66412182,0.54054757,0.84567995,82.0
0.60800896,0.54457898,0.82147904,78.0
0.59302219,0.43636669,0.77061375,75.0
0.54515725,0.63278161,0.83297338,87.0
0.62288491,0.5867135,0.84414343,81.0
0.57699776,0.45949991,0.77136725,79.0
0.52133535,0.54398573,0.78172209,83.0
0.68036488,0.42820061,0.81723283,82.0
0.67473211,0.39202383,0.80224488,79.0
0.70407612,0.38848993,0.81903957,80.0
0.59045811,0.5608961,0.82016856,82.0
0.55817751,0.50008579,0.77912666,76.0
0.51618884,0.60427158,0.80854218,78.0
0.46675093,0.54207902,0.75581406,66.0
0.70511206,0.43260433,0.83268186,87.0
0.75726878,0.47483696,0.87252654,83.0
0.64930069,0.51048376,0.82832699,80.0
0.48575078,0.51637276,0.75129507,75.0
0.50730872,0.54141157,0.77405748,73.0
0.70328435,0.56190027,0.87000895,79.0
0.59822945,0.51236687,0.80408337,82.0
0.47443935,0.5632522,0.77046255,80.0
0.54377435,0.57397083,0.80563457,81.0
0.53633709,0.51160143,0.7735477,78.0
0.53776628,0.48899558,0.76379652,79.0
0.50293838,0.56926672,0.78589902,74.0
0.6574632,0.47924069,0.82162077,81.0
0.66030627,0.45377067,0.81444932,84.0
0.61714432,0.4641461,0.79484529,78.0
0.47960078,0.65270053,0.81926563,81.0
0.57954992,0.5348553,0.80442987,77.0
0.59201794,0.46298447,0.7809073,82.0
0.54941792,0.46636316,0.75955281,80.0
0.60619866,0.50314127,0.80433636,86.0
0.60888427,0.47181959,0.79342033,79.0
0.61411163,0.51491491,0.8128113,85.0
0.315529,0.62278043,0.74180415,73.0
0.58880211,0.52122297,0.80312789,81.0
0.70483369,0.38651665,0.81892039,78.0
0.74689595,0.47728078,0.86769765,81.0
0.64782069,0.33283478,0.76503821,83.0
0.64110967,0.56763049,0.84482676,80.0
0.62405891,0.61353539,0.85471207,90.0
0.60305407,0.52185061,0.81020055,79.0
0.65441569,0.41638046,0.79831024,87.0
0.6591956,0.41044527,0.79907715,71.0
0.66548196,0.38063773,0.79281215,81.0
0.62298845,0.48480766,0.80576654,81.0
