theta,q,y_rep
0.64068813,0.82034407,85.0
0.62731966,0.81365983,79.0
0.50661469,0.75330735,76.0
0.42155409,0.71077704,69.0
0.60149183,0.80074592,73.0
0.57987353,0.78993676,77.0
0.53327974,0.76663987,74.0
0.51663425,0.75831712,74.0
0.6765725,0.83828625,85.0
0.67519322,0.83759661,87.0
0.49926559,0.74963279,71.0
0.50257443,0.75128721,76.0
0.48961126,0.74480563,78.0
0.64312442,0.82156221,77.0
0.5904516,0.7952258,77.0
0.65874713,0.82937356,83.0
0.51418065,0.75709033,78.0
0.62747831,0.81373915,85.0
0.63517492,0.81758746,86.0
0.53739515,0.76869757,76.0
0.55840994,0.77920497,84.0
0.59009717,0.79504858,82.0
0.58909417,0.79454709,82.0
0.60905562,0.80452781,81.0
0.55101529,0.77550764,75.0
0.59898405,0.79949203,77.0
0.59248162,0.79624081,82.0
0.56129438,0.78064719,83.0
0.66111473,0.83055737,81.0
0.52797512,0.76398756,82.0
0.65660046,0.82830023,85.0
0.5900571,0.79502855,86.0
0.46673017,0.73336508,71.0
0.57942669,0.78971335,83.0
0.58081471,0.79040736,78.0
0.66706716,0.83353358,78.0
0.54526558,0.77263279,82.0
0.63717789,0.81858894,81.0
0.55320799,0.77660399,84.0
0.58786889,0.79393445,82.0
0.70538365,0.85269182,86.0
0.57515793,0.78757897,79.0
0.58585432,0.79292716,79.0
0.54023688,0.77011844,76.0
0.58606431,0.79303216,84.0
0.61941471,0.80970735,78.0
0.61513932,0.80756966,82.0
0.60978876,0.80489438,81.0
0.47816087,0.73908044,76.0
0.50734886,0.75367443,76.0
0.62133422,0.81066711,86.0
0.59645484,0.79822742,84.0
0.57883919,0.78941959,76.0
0.63327411,0.81663705,82.0
0.49393455,0.74696728,77.0
0.46709264,0.73354632,70.0
0.49368433,0.74684216,71.0
0.73094492,0.86547246,88.0
0.72975306,0.86487653,85.0
0.73785854,0.86892927,87.0
0.73785854,0.86892927,80.0
0.6994803,0.84974015,77.0
0.66178684,0.83089342,81.0
0.59012456,0.79506228,80.0
0.69881444,0.84940722,81.0
0.7296547,0.86482735,84.0
0.79617536,0.89808768,85.0
0.75224648,0.87612324,87.0
0.77385497,0.88692748,86.0
0.77385497,0.88692748,90.0
0.7599826,0.8799913,86.0
0.7761305,0.88806525,86.0
0.7285412,0.8642706,84.0
0.68505031,0.84252516,83.0
0.61113428,0.80556714,77.0
0.49723993,0.74861997,79.0
0.63956171,0.81978085,77.0
0.47120854,0.73560427,80.0
0.4830635,0.74153175,72.0
0.63037387,0.81518694,87.0
0.63909243,0.81954621,81.0
0.58946442,0.79473221,78.0
0.62749498,0.81374749,84.0
0.72406552,0.86203276,87.0
0.59827669,0.79913835,78.0
0.57034249,0.78517125,76.0
0.55875302,0.77937651,78.0
0.70411033,0.85205516,86.0
0.51163249,0.75581625,73.0
0.72075985,0.86037993,84.0
0.71420548,0.85710274,86.0
0.69017848,0.84508924,80.0
0.55799698,0.77899849,76.0
0.55046016,0.77523008,79.0
0.64374154,0.82187077,83.0
0.6773239,0.83866195,78.0
0.68617884,0.84308942,80.0
0.68798843,0.84399421,87.0
0.60390117,0.80195059,80.0
0.55145005,0.77572503,74.0
0.6347786,0.8173893,81.0
0.55250138,0.77625069,86.0
0.72529292,0.86264646,88.0
0.75070292,0.87535146,86.0
0.53371794,0.76685897,75.0
0.50749795,0.75374897,80.0
0.63713301,0.81856651,78.0
0.55432112,0.77716056,77.0
0.62197737,0.81098869,86.0
0.49494866,0.74747433,73.0
0.50726217,0.75363109,77.0
0.51837694,0.75918847,72.0
0.61380262,0.80690131,81.0
0.5106014,0.7553007,75.0
0.63611553,0.81805776,81.0
0.44224024,0.72112012,76.0
0.63491146,0.81745573,79.0
0.41843188,0.70921594,63.0
0.65369864,0.82684932,85.0
0.66976041,0.83488021,81.0
0.55839119,0.7791956,73.0
0.56214049,0.78107025,79.0
0.55787121,0.7789356,79.0
0.54163828,0.77081914,79.0
0.53840129,0.76920065,75.0
0.5578021,0.77890105,72.0
0.59467684,0.79733842,81.0
0.57836798,0.78918399,80.0
0.35778645,0.67889323,69.0
0.48438524,0.74219262,76.0
0.51876889,0.75938444,79.0
0.50556217,0.75278109,75.0
0.48891428,0.74445714,80.0
0.48561007,0.74280504,82.0
0.46846259,0.7342313,74.0
0.44296279,0.7214814,66.0
0.46354273,0.73177137,80.0
0.64512486,0.82256243,85.0
0.65300962,0.82650481,85.0
0.50046288,0.75023144,67.0
0.52684075,0.76342038,67.0
0.64162788,0.82081394,82.0
0.63729945,0.81864972,79.0
0.3950774,0.6975387,70.0
0.36231411,0.68115706,64.0
0.37022676,0.68511338,63.0
0.36592041,0.68296021,67.0
0.40381335,0.70190668,66.0
0.36347596,0.68173798,63.0
0.38854097,0.69427049,68.0
0.36944859,0.6847243,66.0
0.62598401,0.81299201,79.0
0.63759059,0.8187953,86.0
0.47137801,0.735689,70.0
0.45312626,0.72656313,69.0
0.4650053,0.73250265,73.0
0.37352684,0.68676342,77.0
0.67935567,0.83967784,78.0
0.51591438,0.75795719,78.0
0.57951385,0.78975692,81.0
0.61132992,0.80566496,83.0
0.61031766,0.80515883,81.0
0.54208594,0.77104297,77.0
0.53067008,0.76533504,72.0
0.61243379,0.80621689,80.0
0.60970908,0.80485454,80.0
0.70073809,0.85036904,85.0
0.70553421,0.8527671,87.0
0.50886398,0.75443199,84.0
0.52161877,0.76080939,74.0
0.51978652,0.75989326,77.0
0.7047826,0.8523913,88.0
0.70153407,0.85076704,85.0
0.56428142,0.78214071,80.0
0.56031845,0.78015923,83.0
0.64352199,0.82176099,83.0
0.58298074,0.79149037,80.0
0.59354214,0.79677107,77.0
0.57015136,0.78507568,78.0
0.63702057,0.81851029,79.0
0.63034789,0.81517394,82.0
0.67413554,0.83706777,89.0
0.68624525,0.84312263,84.0
0.589527,0.7947635,80.0
0.65808518,0.82904259,84.0
0.49394503,0.74697252,72.0
0.53134678,0.76567339,74.0
0.50465908,0.75232954,77.0
0.55506101,0.77753051,74.0
0.56392888,0.78196444,79.0
0.45025766,0.72512883,73.0
0.42499097,0.71249548,76.0
0.39499691,0.69749845,73.0
0.51552694,0.75776347,76.0
0.50952058,0.75476029,74.0
0.67296046,0.83648023,88.0
0.63256786,0.81628393,82.0
0.5344802,0.7672401,73.0
0.62817688,0.81408844,83.0
0.54439577,0.77219788,80.0
0.66304236,0.83152118,76.0
0.67271294,0.83635647,81.0
0.66953725,0.83476863,87.0
0.65855353,0.82927677,78.0
0.67200398,0.83600199,87.0
0.61140185,0.80570093,77.0
0.57107416,0.78553708,85.0
0.57357171,0.78678585,89.0
0.56766181,0.78383091,86.0
0.561468,0.780734,75.0
0.55628081,0.77814041,78.0
0.58928044,0.79464022,82.0
0.51026903,0.75513452,69.0
0.56295196,0.78147598,76.0
0.66886659,0.8344333,79.0
0.54400309,0.77200154,83.0
0.54794478,0.77397239,78.0
0.54226545,0.77113272,81.0
0.57357243,0.78678621,79.0
0.57792479,0.78896239,80.0
0.43596049,0.71798024,65.0
0.46241379,0.7312069,79.0
0.57135723,0.78567861,80.0
0.6288898,0.8144449,84.0
0.57470481,0.78735241,75.0
0.59469225,0.79734613,80.0
0.5984346,0.7992173,80.0
0.52403363,0.76201682,77.0
0.52744673,0.76372337,81.0
0.66981768,0.83490884,81.0
0.61386462,0.80693231,79.0
0.54620665,0.77310332,74.0
0.67188211,0.83594105,88.0
0.66813255,0.83406627,84.0
0.67914586,0.83957293,80.0
0.6516017,0.82580085,80.0
0.61409252,0.80704626,81.0
0.52552018,0.76276009,76.0
0.5115395,0.75576975,80.0
0.57627104,0.78813552,78.0
0.60993494,0.80496747,85.0
0.6486084,0.8243042,79.0
0.59640312,0.79820156,74.0
0.61506366,0.80753183,84.0
0.66917072,0.83458536,84.0
0.49672623,0.74836311,70.0
0.71621169,0.85810584,78.0
0.69618679,0.84809339,81.0
0.52796767,0.76398384,78.0
0.51056714,0.75528357,65.0
0.49264922,0.74632461,75.0
0.53079478,0.76539739,74.0
0.48754545,0.74377273,75.0
0.74298401,0.871492,82.0
0.5904888,0.7952444,82.0
0.58944584,0.79472292,82.0
0.66018672,0.83009336,84.0
0.65411871,0.82705936,82.0
0.64126531,0.82063266,84.0
0.65127144,0.82563572,78.0
0.6371922,0.8185961,82.0
0.57849473,0.78924736,77.0
0.56995698,0.78497849,79.0
0.61693074,0.80846537,77.0
0.61366104,0.80683052,82.0
0.60267251,0.80133626,78.0
0.63733043,0.81866521,87.0
0.60501106,0.80250553,79.0
0.61940438,0.80970219,85.0
0.74601327,0.87300663,84.0
0.55320439,0.7766022,78.0
0.48038512,0.74019256,74.0
0.66291811,0.83145905,84.0
0.68256569,0.84128284,87.0
0.63759946,0.81879973,74.0
0.58901724,0.79450862,77.0
0.66711859,0.8335593,81.0
0.54000308,0.77000154,74.0
0.56276967,0.78138483,84.0
0.54440718,0.77220359,82.0
0.64016644,0.82008322,83.0
0.57046917,0.78523458,82.0
0.59114478,0.79557239,81.0
0.44517872,0.72258936,71.0
0.4106841,0.70534205,74.0
0.38566438,0.69283219,74.0
0.36134205,0.68067103,62.0
0.38605516,0.69302758,70.0
0.39666625,0.69833313,69.0
0.68608949,0.84304474,87.0
0.60454654,0.80227327,79.0
0.48271699,0.74135849,77.0
0.67332273,0.83666137,83.0
0.46331623,0.73165811,78.0
0.46331623,0.73165811,76.0
0.6844831,0.84224155,72.0
0.52852067,0.76426034,79.0
0.6746519,0.83732595,89.0
0.61153215,0.80576607,78.0
0.55849171,0.77924586,78.0
0.51497234,0.75748617,80.0
0.4006881,0.70034405,64.0
0.83340987,0.91670493,93.0
0.65103933,0.82551967,84.0
0.63641318,0.81820659,86.0
0.68703395,0.84351697,89.0
0.67171653,0.83585827,84.0
0.67533834,0.83766917,87.0
0.62468071,0.81234036,81.0
0.6219112,0.8109556,82.0
0.53537577,0.76768788,73.0
0.79115573,0.89557786,91.0
0.60302279,0.8015114,88.0
0.57892664,0.78946332,80.0
0.5665402,0.7832701,81.0
0.6128895,0.80644475,85.0
0.58681008,0.79340504,78.0
0.65355647,0.82677824,80.0
0.59944974,0.79972487,78.0
0.62333327,0.81166663,76.0
0.62177363,0.81088681,81.0
0.56532553,0.78266277,81.0
0.51548323,0.75774161,71.0
0.59664992,0.79832496,80.0
0.63655311,0.81827656,89.0
0.67444436,0.83722218,91.0
0.66887038,0.83443519,84.0
0.65976807,0.82988404,84.0
0.67154578,0.83577289,76.0
0.68312426,0.84156213,90.0
0.58633614,0.79316807,78.0
0.54178941,0.77089471,80.0
0.6312358,0.8156179,86.0
0.62481313,0.81240656,82.0
0.55220264,0.77610132,79.0
0.54387777,0.77193888,80.0
0.54171734,0.77085867,78.0
0.64808545,0.82404272,90.0
0.67165099,0.83582549,79.0
0.67099858,0.83549929,79.0
0.6586549,0.82932745,79.0
0.47353819,0.7367691,80.0
0.56904062,0.78452031,77.0
0.61704858,0.80852429,79.0
0.57487281,0.7874364,77.0
0.59103424,0.79551712,79.0
0.573954,0.786977,87.0
0.67139268,0.83569634,77.0
0.62743399,0.81371699,79.0
0.53843745,0.76921873,74.0
0.60385958,0.80192979,86.0
0.58560693,0.79280346,84.0
0.61042323,0.80521161,76.0
0.56950969,0.78475484,80.0
0.56451505,0.78225753,75.0
0.5980333,0.79901665,88.0
0.64536698,0.82268349,88.0
0.58363228,0.79181614,79.0
0.48460839,0.7423042,79.0
0.46446785,0.73223393,67.0
0.4713174,0.7356587,80.0
0.56058446,0.78029223,78.0
0.62067179,0.81033589,86.0
0.63367229,0.81683615,78.0
0.57434917,0.78717458,74.0
0.55350774,0.77675387,81.0
0.61124939,0.80562469,83.0
0.5529271,0.77646355,78.0
0.49431099,0.74715549,67.0
0.49513584,0.74756792,79.0
0.42852227,0.71426113,63.0
0.44380292,0.72190146,75.0
0.42237185,0.71118593,70.0
0.39375588,0.69687794,68.0
0.36831597,0.68415798,70.0
0.38115484,0.69057742,69.0
0.49160266,0.74580133,75.0
0.61719901,0.80859951,80.0
0.56714786,0.78357393,81.0
0.56337782,0.78168891,79.0
0.63505004,0.81752502,84.0
0.58669605,0.79334802,76.0
0.5452856,0.7726428,79.0
0.55636443,0.77818222,81.0
0.64934236,0.82467118,87.0
0.59282874,0.79641437,79.0
0.58302476,0.79151238,78.0
0.46339226,0.73169613,69.0
0.48844873,0.74422436,78.0
0.58472763,0.79236382,79.0
0.6242152,0.8121076,83.0
0.632972,0.816486,80.0
0.71335439,0.85667719,78.0
0.48053096,0.74026548,78.0
0.47557628,0.73778814,73.0
0.48174546,0.74087273,76.0
0.47023205,0.73511603,77.0
0.53568781,0.7678439,70.0
0.53732217,0.76866108,78.0
0.66365838,0.83182919,81.0
0.66807787,0.83403893,80.0
0.66924386,0.83462193,79.0
0.54337823,0.77168912,76.0
0.5870595,0.79352975,83.0
0.6621556,0.8310778,79.0
0.62058651,0.81029326,76.0
0.62547501,0.81273751,85.0
0.68076258,0.84038129,83.0
0.67792117,0.83896059,87.0
0.69093816,0.84546908,85.0
0.61101617,0.80550809,78.0
0.47214313,0.73607157,72.0
0.45600967,0.72800483,68.0
0.67190377,0.83595188,88.0
0.68366385,0.84183193,81.0
0.61419692,0.80709846,76.0
0.62376434,0.81188217,85.0
0.62946433,0.81473216,82.0
0.56749424,0.78374712,77.0
0.57362658,0.78681329,77.0
0.58535366,0.79267683,79.0
0.47497571,0.73748786,77.0
0.38086824,0.69043412,75.0
0.38515498,0.69257749,64.0
0.39856794,0.69928397,73.0
0.53151545,0.76575772,79.0
0.51571702,0.75785851,72.0
0.67723739,0.8386187,88.0
0.68567571,0.84283785,83.0
0.68808972,0.84404486,79.0
0.70902683,0.85451342,90.0
0.60415609,0.80207805,80.0
0.66251587,0.83125793,79.0
0.57956621,0.7897831,82.0
0.57956621,0.7897831,83.0
0.64594499,0.8229725,89.0
0.65682609,0.82841305,77.0
0.6685729,0.83428645,92.0
0.61269218,0.80634609,81.0
0.69164255,0.84582128,77.0
0.78097046,0.89048523,90.0
0.68426445,0.84213223,84.0
0.68406032,0.84203016,83.0
0.6990907,0.84954535,89.0
0.68473452,0.84236726,72.0
0.59448728,0.79724364,82.0
0.5906401,0.79532005,78.0
0.55934158,0.77967079,81.0
0.54915264,0.77457632,72.0
0.62105511,0.81052755,81.0
0.57148414,0.78574207,78.0
0.52651283,0.76325642,77.0
0.67589835,0.83794917,88.0
0.55337588,0.77668794,79.0
0.54456824,0.77228412,89.0
0.55554499,0.77777249,83.0
0.59558673,0.79779337,70.0
0.69192971,0.84596485,80.0
0.69244922,0.84622461,77.0
0.49087697,0.74543849,75.0
0.50524286,0.75262143,79.0
0.6472498,0.8236249,85.0
0.54628735,0.77314368,78.0
0.55737638,0.77868819,80.0
0.55622797,0.77811398,81.0
0.52919968,0.76459984,79.0
0.58728225,0.79364113,71.0
0.67079838,0.83539919,82.0
0.69195314,0.84597657,86.0
0.67298266,0.83649133,83.0
0.7145942,0.8572971,84.0
0.70242315,0.85121157,80.0
0.64867004,0.82433502,79.0
0.62974546,0.81487273,84.0
0.57194878,0.78597439,76.0
0.62056578,0.81028289,85.0
0.59109632,0.79554816,79.0
0.57332339,0.78666169,75.0
0.60045115,0.80022557,80.0
0.64725641,0.82362821,83.0
0.64158008,0.82079004,85.0
0.64741012,0.82370506,88.0
0.56535842,0.78267921,75.0
0.41143843,0.70571921,70.0
0.41692391,0.70846195,71.0
0.43951761,0.71975881,71.0
0.4238707,0.71193535,70.0
0.43380083,0.71690042,69.0
0.45949377,0.72974689,70.0
0.45673735,0.72836867,73.0
0.32120138,0.66060069,66.0
0.31665879,0.6583294,58.0
0.3430331,0.67151655,70.0
0.40604391,0.70302195,60.0
0.56299204,0.78149602,71.0
0.56514621,0.7825731,85.0
0.62668625,0.81334313,80.0
0.58156149,0.79078075,74.0
0.54730561,0.77365281,72.0
0.65470456,0.82735228,85.0
0.62161805,0.81080903,84.0
0.61790082,0.80895041,82.0
0.61623991,0.80811995,83.0
0.56599339,0.7829967,76.0
0.6697073,0.83485365,85.0
0.54724086,0.77362043,74.0
0.65138321,0.8256916,80.0
0.76128395,0.88064198,86.0
0.52329521,0.76164761,82.0
0.50802568,0.75401284,70.0
0.48694863,0.74347431,67.0
0.56493237,0.78246618,73.0
0.6340737,0.81703685,83.0
0.67180724,0.83590362,83.0
0.46099634,0.73049817,80.0
0.48301849,0.74150924,71.0
0.50621656,0.75310828,70.0
0.50018475,0.75009237,79.0
0.70556346,0.85278173,84.0
0.69072115,0.84536058,86.0
0.57702418,0.78851209,78.0
0.5151249,0.75756245,83.0
0.52446417,0.76223209,84.0
0.60338755,0.80169378,70.0
0.65796651,0.82898325,85.0
0.65796651,0.82898325,81.0
0.59164243,0.79582122,76.0
0.68071615,0.84035807,80.0
0.63922248,0.81961124,80.0
0.56252294,0.78126147,80.0
0.55465342,0.77732671,76.0
0.55110091,0.77555046,82.0
0.46106211,0.73053105,67.0
0.5637428,0.7818714,82.0
0.48438355,0.74219178,66.0
0.50108332,0.75054166,81.0
0.45809011,0.72904505,74.0
0.44123495,0.72061748,75.0
0.42790032,0.71395016,71.0
0.43901002,0.71950501,75.0
0.56236141,0.7811807,83.0
0.66401777,0.83200888,85.0
0.53926211,0.76963105,81.0
0.54649288,0.77324644,79.0
0.54693738,0.77346869,74.0
0.5618459,0.78092295,78.0
0.63744321,0.8187216,86.0
0.62323804,0.81161902,77.0
0.62001841,0.8100092,83.0
0.54441714,0.77220857,80.0
0.6575733,0.82878665,76.0
0.67000494,0.83500247,81.0
0.63233487,0.81616744,83.0
0.52041806,0.76020903,76.0
0.52020686,0.76010343,77.0
0.68085701,0.8404285,87.0
0.64181285,0.82090642,79.0
0.64520457,0.82260228,82.0
0.54557371,0.77278686,82.0
0.53690742,0.76845371,83.0
0.53131797,0.76565898,80.0
0.51128625,0.75564312,79.0
0.62435872,0.81217936,78.0
0.62575877,0.81287938,76.0
0.50328341,0.75164171,73.0
0.51644795,0.75822398,76.0
0.62131323,0.81065662,83.0
0.62019941,0.8100997,82.0
0.58055359,0.79027679,81.0
0.58262766,0.79131383,79.0
0.66574451,0.83287226,83.0
0.71346704,0.85673352,87.0
0.48442398,0.74221199,75.0
0.47371991,0.73685995,77.0
0.45873278,0.72936639,73.0
0.45407642,0.72703821,69.0
0.42743459,0.71371729,74.0
0.44997522,0.72498761,79.0
0.4551477,0.72757385,75.0
0.63859775,0.81929887,84.0
0.48425014,0.74212507,78.0
0.5000957,0.75004785,70.0
0.51037138,0.75518569,70.0
0.61223477,0.80611738,82.0
0.59386662,0.79693331,82.0
0.59815279,0.79907639,86.0
0.50881786,0.75440893,75.0
0.51008511,0.75504256,68.0
0.48482116,0.74241058,78.0
0.49876246,0.74938123,73.0
0.49167086,0.74583543,76.0
0.48294177,0.74147089,73.0
0.51115746,0.75557873,72.0
0.51277708,0.75638854,84.0
0.49668504,0.74834252,70.0
0.51085219,0.75542609,75.0
0.70917735,0.85458868,89.0
0.46853757,0.73426879,73.0
0.46338534,0.73169267,78.0
0.48162169,0.74081084,76.0
0.47785672,0.73892836,74.0
0.49188363,0.74594181,74.0
0.49372433,0.74686217,80.0
0.51183068,0.75591534,75.0
0.46465154,0.73232577,80.0
0.49361326,0.74680663,73.0
0.41585095,0.70792547,71.0
0.34389246,0.67194623,63.0
0.44686299,0.72343149,71.0
0.44890398,0.72445199,63.0
0.41779669,0.70889834,69.0
0.44446908,0.72223454,67.0
0.4469545,0.72347725,67.0
0.6618451,0.83092255,82.0
0.65776557,0.82888278,80.0
0.65271801,0.826359,77.0
0.64180011,0.82090006,88.0
0.63518029,0.81759014,89.0
0.63958496,0.81979248,89.0
0.65147135,0.82573567,80.0
0.65790058,0.82895029,79.0
0.66681676,0.83340838,89.0
0.6582619,0.82913095,78.0
0.64441226,0.82220613,79.0
0.5005702,0.7502851,73.0
0.48396896,0.74198448,78.0
0.50257193,0.75128597,75.0
0.52710759,0.7635538,84.0
0.53244187,0.76622093,78.0
0.55918426,0.77959213,80.0
0.65458285,0.82729143,83.0
0.65596744,0.82798372,85.0
0.63325365,0.81662682,79.0
0.63639212,0.81819606,82.0
0.59879935,0.79939967,84.0
0.51773754,0.75886877,75.0
0.49428766,0.74714383,77.0
0.4632862,0.7316431,73.0
0.69772111,0.84886056,84.0
0.68257457,0.84128728,84.0
0.70081299,0.8504065,88.0
0.72163516,0.86081758,84.0
0.44495284,0.72247642,73.0
0.43781594,0.71890797,75.0
0.55729776,0.77864888,77.0
0.55697667,0.77848834,79.0
0.49252983,0.74626492,72.0
0.64385062,0.82192531,78.0
0.65106689,0.82553345,79.0
0.49676952,0.74838476,71.0
0.49276271,0.74638136,72.0
0.47329991,0.73664996,72.0
0.48027233,0.74013617,78.0
0.46042287,0.73021144,65.0
0.47639529,0.73819765,71.0
0.63211699,0.81605849,83.0
0.59534471,0.79767235,79.0
0.70072791,0.85036395,83.0
0.64613584,0.82306792,84.0
0.64113296,0.82056648,85.0
0.58104256,0.79052128,75.0
0.64896754,0.82448377,86.0
0.64408032,0.82204016,81.0
0.64539819,0.8226991,89.0
0.53066784,0.76533392,86.0
0.62701754,0.81350877,77.0
0.54607728,0.77303864,77.0
0.53068338,0.76534169,73.0
0.57029169,0.78514584,80.0
0.5505835,0.77529175,77.0
0.5812559,0.79062795,78.0
0.62047811,0.81023906,81.0
0.61455223,0.80727611,77.0
0.62627501,0.81313751,82.0
0.55867615,0.77933808,77.0
0.54845473,0.77422736,71.0
0.66435625,0.83217813,76.0
0.58000248,0.79000124,79.0
0.66342774,0.83171387,80.0
0.59011407,0.79505704,75.0
0.55814113,0.77907057,78.0
0.66065628,0.83032814,72.0
0.47160053,0.73580027,81.0
0.56992856,0.78496428,83.0
0.5827532,0.7913766,80.0
0.62729123,0.81364562,83.0
0.5779556,0.7889778,87.0
0.63353645,0.81676823,79.0
0.59485855,0.79742928,69.0
0.651446,0.825723,96.0
0.58737112,0.79368556,82.0
0.59777763,0.79888881,82.0
0.52909634,0.76454817,75.0
0.51378563,0.75689282,74.0
0.4614005,0.73070025,72.0
0.45343068,0.72671534,74.0
0.46958023,0.73479011,74.0
0.46786578,0.73393289,64.0
0.44351404,0.72175702,80.0
0.45511841,0.72755921,82.0
0.45704674,0.72852337,83.0
0.52618108,0.76309054,81.0
0.50816618,0.75408309,74.0
0.63912938,0.81956469,86.0
0.64185595,0.82092798,81.0
0.56442381,0.78221191,77.0
0.59704902,0.79852451,81.0
0.59045221,0.7952261,78.0
0.66475393,0.83237696,82.0
0.58094081,0.7904704,79.0
0.60782791,0.80391395,77.0
0.66651734,0.83325867,78.0
0.69244046,0.84622023,85.0
0.60609312,0.80304656,79.0
0.57636908,0.78818454,78.0
0.58033997,0.79016999,81.0
0.5448857,0.77244285,72.0
0.49122715,0.74561357,75.0
0.57276774,0.78638387,88.0
0.59993708,0.79996854,80.0
0.58145919,0.79072959,81.0
0.64032676,0.82016338,83.0
0.56802245,0.78401123,62.0
0.61198243,0.80599122,82.0
0.6753648,0.8376824,78.0
0.67702096,0.83851048,85.0
0.61544532,0.80772266,79.0
0.60803199,0.80401599,74.0
0.61341566,0.80670783,79.0
0.57341284,0.78670642,75.0
0.72635973,0.86317987,82.0
0.71452281,0.8572614,82.0
0.73396376,0.86698188,87.0
0.73716128,0.86858064,83.0
0.61265009,0.80632505,80.0
0.66470171,0.83235085,89.0
0.53850166,0.76925083,82.0
0.60063561,0.80031781,76.0
0.663075,0.8315375,82.0
0.67909341,0.8395467,80.0
0.63903945,0.81951972,78.0
0.62702751,0.81351376,78.0
0.58523895,0.79261948,84.0
0.60086436,0.80043218,84.0
0.608556,0.804278,78.0
0.52941544,0.76470772,77.0
0.54111677,0.77055839,77.0
0.65811031,0.82905515,76.0
0.5501839,0.77509195,77.0
0.62075672,0.81037836,78.0
0.49612635,0.74806318,78.0
0.51122641,0.7556132,75.0
0.51615095,0.75807547,85.0
0.53070606,0.76535303,80.0
0.64937688,0.82468844,91.0
0.57703613,0.78851806,79.0
0.59418718,0.79709359,85.0
0.59805575,0.79902788,77.0
0.67258731,0.83629366,87.0
0.53743581,0.76871791,72.0
0.57014432,0.78507216,81.0
0.6281427,0.81407135,78.0
0.64399686,0.82199843,84.0
0.64423814,0.82211907,84.0
0.71320043,0.85660021,84.0
0.71570858,0.85785429,81.0
0.71149789,0.85574895,81.0
0.40603481,0.7030174,74.0
0.5072973,0.75364865,81.0
0.68821067,0.84410533,87.0
0.6763729,0.83818645,82.0
0.52304471,0.76152235,75.0
0.68048243,0.84024121,82.0
0.66693359,0.8334668,85.0
0.59904686,0.79952343,82.0
0.55298453,0.77649227,75.0
0.55668405,0.77834203,78.0
0.6242268,0.8121134,85.0
0.57009549,0.78504775,77.0
0.55634231,0.77817115,72.0
0.44375088,0.72187544,73.0
0.46348984,0.73174492,72.0
0.49017958,0.74508979,75.0
0.53329399,0.76664699,71.0
0.64207681,0.8210384,77.0
0.6424137,0.82120685,81.0
0.5317696,0.7658848,80.0
0.52972847,0.76486424,79.0
0.53729729,0.76864864,79.0
0.6882327,0.84411635,84.0
0.73459289,0.86729644,87.0
0.75422074,0.87711037,90.0
0.7536097,0.87680485,85.0
0.46971481,0.73485741,74.0
0.52279898,0.76139949,66.0
0.52885319,0.7644266,75.0
0.61313404,0.80656702,81.0
0.55353447,0.77676724,82.0
0.55332883,0.77666441,83.0
0.4329425,0.71647125,70.0
0.60050037,0.80025018,84.0
0.64219887,0.82109944,75.0
0.55400029,0.77700015,74.0
0.506874,0.753437,76.0
0.5773048,0.7886524,74.0
0.5915216,0.7957608,83.0
0.53140174,0.76570087,73.0
0.51794208,0.75897104,84.0
0.55710404,0.77855202,77.0
0.61316343,0.80658171,84.0
0.52386301,0.7619315,73.0
0.64679959,0.82339979,90.0
0.55474354,0.77737177,76.0
0.57095012,0.78547506,71.0
0.59456307,0.79728153,84.0
0.51734192,0.75867096,73.0
0.56500896,0.78250448,82.0
0.64900318,0.82450159,84.0
0.64834421,0.8241721,90.0
0.59205763,0.79602881,79.0
0.58160146,0.79080073,84.0
0.60033896,0.80016948,80.0
0.59258592,0.79629296,74.0
0.71934091,0.85967046,83.0
0.61944074,0.80972037,80.0
0.6992495,0.84962475,87.0
0.63176516,0.81588258,87.0
0.54172299,0.7708615,84.0
0.56956456,0.78478228,82.0
0.57832862,0.78916431,79.0
0.57979671,0.78989836,77.0
0.5028524,0.7514262,74.0
0.49777732,0.74888866,75.0
0.68639939,0.8431997,84.0
0.70483112,0.85241556,87.0
0.71145415,0.85572708,88.0
0.73357094,0.86678547,86.0
0.72374739,0.8618737,86.0
0.70672188,0.85336094,88.0
0.72360321,0.8618016,87.0
0.72580649,0.86290325,88.0
0.70039709,0.85019854,86.0
0.70838369,0.85419185,90.0
0.70864869,0.85432434,82.0
0.71672808,0.85836404,88.0
0.71575383,0.85787691,84.0
0.64166459,0.8208323,80.0
0.53571068,0.76785534,80.0
0.56462076,0.78231038,76.0
0.55584513,0.77792257,76.0
0.55626434,0.77813217,81.0
0.69192914,0.84596457,87.0
0.51139257,0.75569628,71.0
0.52297096,0.76148548,76.0
0.5309227,0.76546135,84.0
0.58839839,0.7941992,75.0
0.61087012,0.80543506,83.0
0.6271887,0.81359435,83.0
0.61720616,0.80860308,82.0
0.5874755,0.79373775,81.0
0.63601888,0.81800944,90.0
0.52153833,0.76076917,73.0
0.53035575,0.76517788,66.0
0.572373,0.7861865,77.0
0.54229618,0.77114809,68.0
0.61063886,0.80531943,76.0
0.56970115,0.78485057,81.0
0.62900215,0.81450108,79.0
0.52828131,0.76414066,72.0
0.51766663,0.75883331,81.0
0.58830987,0.79415493,81.0
0.61491658,0.80745829,87.0
0.66786978,0.83393489,82.0
0.40858137,0.70429069,73.0
0.42843441,0.71421721,65.0
