theta,q,y_rep
0.61324379,0.80662189,76.0
0.56762899,0.7838145,81.0
0.58368579,0.79184289,84.0
0.5953238,0.7976619,80.0
0.53934071,0.76967035,68.0
0.51198459,0.75599229,74.0
0.50582327,0.75291163,74.0
0.52069956,0.76034978,73.0
0.54296783,0.77148392,72.0
0.53301377,0.76650689,72.0
0.61444512,0.80722256,83.0
0.61038409,0.80519205,77.0
0.55175898,0.77587949,85.0
0.56386944,0.78193472,79.0
0.58740779,0.7937039,80.0
0.65488277,0.82744138,78.0
0.55489491,0.77744746,75.0
0.61254632,0.80627316,76.0
0.53661963,0.76830982,78.0
0.61386126,0.80693063,79.0
0.67941089,0.83970545,78.0
0.62437843,0.81218922,82.0
0.67726671,0.83863335,81.0
0.69263192,0.84631596,83.0
0.62240825,0.81120412,83.0
0.5358388,0.7679194,77.0
0.53827162,0.76913581,78.0
0.53327139,0.7666357,76.0
0.51749876,0.75874938,73.0
0.69642754,0.84821377,81.0
0.63231016,0.81615508,80.0
0.58796509,0.79398254,75.0
0.58862337,0.79431168,83.0
0.52453008,0.76226504,79.0
0.64028744,0.82014372,79.0
0.59211729,0.79605865,76.0
0.59979858,0.79989929,77.0
0.5931584,0.7965792,77.0
0.62345228,0.81172614,85.0
0.52230402,0.76115201,80.0
0.51301691,0.75650846,80.0
0.48080848,0.74040424,80.0
0.68374068,0.84187034,78.0
0.66449686,0.83224843,81.0
0.64699292,0.82349646,74.0
0.63252203,0.81626102,87.0
0.6399195,0.81995975,83.0
0.64939985,0.82469993,89.0
0.53323071,0.76661535,80.0
0.61677439,0.80838719,79.0
0.62318479,0.81159239,78.0
0.59268517,0.79634259,73.0
0.45107739,0.72553869,74.0
0.57034686,0.78517343,82.0
0.57988709,0.78994355,79.0
0.58279334,0.79139667,77.0
0.53683774,0.76841887,79.0
0.54435344,0.77217672,79.0
0.64316826,0.82158413,87.0
0.53226201,0.766131,79.0
0.52959583,0.76479791,72.0
0.5939325,0.79696625,80.0
0.71467135,0.85733567,82.0
0.69938328,0.84969164,88.0
0.41229272,0.70614636,73.0
0.45342546,0.72671273,75.0
0.45815325,0.72907662,70.0
0.46249746,0.73124873,74.0
0.48597985,0.74298993,70.0
0.50074992,0.75037496,75.0
0.59512626,0.79756313,84.0
0.58289078,0.79144539,80.0
0.57530011,0.78765005,80.0
0.62843372,0.81421686,78.0
0.58852271,0.79426135,77.0
0.6012685,0.80063425,81.0
0.63473915,0.81736957,70.0
0.62832967,0.81416483,80.0
0.53000067,0.76500033,75.0
0.59715343,0.79857672,79.0
0.66380675,0.83190338,77.0
0.6836094,0.8418047,81.0
0.71477281,0.8573864,89.0
0.75991923,0.87995961,89.0
0.72213725,0.86106863,82.0
0.69119381,0.8455969,85.0
0.66942402,0.83471201,88.0
0.65939625,0.82969812,84.0
0.65627476,0.82813738,79.0
0.67763555,0.83881777,88.0
0.50059923,0.75029961,75.0
0.50735287,0.75367644,79.0
0.66912803,0.83456402,84.0
0.66552522,0.83276261,85.0
0.5577206,0.7788603,76.0
0.62625735,0.81312867,86.0
0.61816419,0.80908209,82.0
0.54821782,0.77410891,73.0
0.67513014,0.83756507,91.0
0.64381456,0.82190728,78.0
0.66488708,0.83244354,75.0
0.70024594,0.85012297,89.0
0.66018937,0.83009468,84.0
0.54358243,0.77179121,77.0
0.51685679,0.75842839,82.0
0.61464319,0.8073216,84.0
0.50947494,0.75473747,81.0
0.50822466,0.75411233,78.0
0.51229393,0.75614697,73.0
0.53451402,0.76725701,88.0
0.5369451,0.76847255,79.0
0.60632881,0.8031644,78.0
0.70838942,0.85419471,84.0
0.68076815,0.84038407,88.0
0.4978225,0.74891125,79.0
0.64421994,0.82210997,82.0
0.68578192,0.84289096,89.0
0.54197263,0.77098632,80.0
0.58384925,0.79192463,78.0
0.72463218,0.86231609,88.0
0.75012832,0.87506416,87.0
0.74455007,0.87227503,89.0
0.6599365,0.82996825,89.0
0.58636823,0.79318411,75.0
0.64765062,0.82382531,81.0
0.5370741,0.76853705,80.0
0.56990607,0.78495304,77.0
0.576785,0.7883925,81.0
0.5089093,0.75445465,82.0
0.59772143,0.79886072,82.0
0.59705228,0.79852614,75.0
0.62163841,0.8108192,90.0
0.67313318,0.83656659,87.0
0.65875107,0.82937553,82.0
0.58212338,0.79106169,79.0
0.58024658,0.79012329,78.0
0.5917234,0.7958617,79.0
0.69762139,0.8488107,84.0
0.69112258,0.84556129,84.0
0.63502216,0.81751108,84.0
0.71844488,0.85922244,87.0
0.44887493,0.72443747,77.0
0.46480112,0.73240056,75.0
0.47606279,0.73803139,76.0
0.58098433,0.79049217,80.0
0.53227697,0.76613849,78.0
0.57878475,0.78939237,77.0
0.57878475,0.78939237,72.0
0.61530842,0.80765421,82.0
0.60115239,0.8005762,84.0
0.58387623,0.79193812,73.0
0.52841457,0.76420729,80.0
0.64531754,0.82265877,81.0
0.52705674,0.76352837,75.0
0.57545847,0.78772923,81.0
0.55480008,0.77740004,78.0
0.62573572,0.81286786,80.0
0.62772469,0.81386234,76.0
0.60818378,0.80409189,75.0
0.52750254,0.76375127,82.0
0.53518812,0.76759406,77.0
0.68039784,0.84019892,83.0
0.67019754,0.83509877,83.0
0.65760103,0.82880051,84.0
0.67790477,0.83895239,86.0
0.49511883,0.74755942,72.0
0.52086576,0.76043288,74.0
0.5261049,0.76305245,76.0
0.53829291,0.76914646,79.0
0.54209733,0.77104867,82.0
0.65556954,0.82778477,87.0
0.59632913,0.79816456,83.0
0.57621389,0.78810695,78.0
0.58157399,0.79078699,79.0
0.58157399,0.79078699,81.0
0.67381864,0.83690932,88.0
0.70483147,0.85241573,84.0
0.7046601,0.85233005,85.0
0.40783987,0.70391994,74.0
0.43642087,0.71821044,71.0
0.39340115,0.69670057,70.0
0.39340115,0.69670057,67.0
0.38120793,0.69060396,70.0
0.39992457,0.69996229,74.0
0.48671341,0.74335671,73.0
0.41340833,0.70670416,69.0
0.45415906,0.72707953,67.0
0.58948708,0.79474354,80.0
0.48519323,0.74259661,72.0
0.5576258,0.7788129,77.0
0.58029658,0.79014829,84.0
0.60864828,0.80432414,88.0
0.65265758,0.82632879,74.0
0.71676529,0.85838265,92.0
0.57911736,0.78955868,69.0
0.6632012,0.8316006,82.0
0.6538081,0.82690405,81.0
0.67799646,0.83899823,93.0
0.42498346,0.71249173,76.0
0.39501114,0.69750557,72.0
0.34842786,0.67421393,73.0
0.34121094,0.67060547,71.0
0.3647595,0.68237975,61.0
0.6799167,0.83995835,85.0
0.66812851,0.83406425,84.0
0.6582872,0.8291436,81.0
0.65586821,0.8279341,89.0
0.58231349,0.79115675,78.0
0.64599008,0.82299504,80.0
0.59833451,0.79916726,73.0
0.6033718,0.8016859,69.0
0.59219997,0.79609999,76.0
0.51923638,0.75961819,78.0
0.33797726,0.66898863,67.0
0.34000455,0.67000228,68.0
0.58525132,0.79262566,87.0
0.48822834,0.74411417,71.0
0.5533756,0.7766878,83.0
0.54724425,0.77362212,85.0
0.46326398,0.73163199,69.0
0.40980659,0.70490329,75.0
0.39619322,0.69809661,64.0
0.41682151,0.70841075,73.0
0.53759899,0.76879949,78.0
0.56590733,0.78295366,83.0
0.67283423,0.83641711,88.0
0.61702328,0.80851164,80.0
0.6137607,0.80688035,82.0
0.6137607,0.80688035,79.0
0.58387796,0.79193898,88.0
0.48735459,0.74367729,71.0
0.455583,0.7277915,77.0
0.43315531,0.71657766,78.0
0.60481564,0.80240782,73.0
0.49250489,0.74625245,76.0
0.48857884,0.74428942,77.0
0.4343722,0.7171861,73.0
0.39681392,0.69840696,69.0
0.41150264,0.70575132,81.0
0.38518301,0.69259151,64.0
0.38116523,0.69058261,60.0
0.39446208,0.69723104,71.0
0.43401154,0.71700577,68.0
0.57376033,0.78688017,80.0
0.57905765,0.78952883,80.0
0.60390416,0.80195208,84.0
0.55966046,0.77983023,79.0
0.67343848,0.83671924,85.0
0.49685393,0.74842697,71.0
0.52078914,0.76039457,76.0
0.60317706,0.80158853,82.0
0.68941179,0.8447059,86.0
0.67768233,0.83884116,79.0
0.58881044,0.79440522,82.0
0.51165945,0.75582972,80.0
0.62790774,0.81395387,77.0
0.62788804,0.81394402,81.0
0.53786624,0.76893312,84.0
0.53449998,0.76724999,75.0
0.63410646,0.81705323,85.0
0.63910912,0.81955456,79.0
0.63615387,0.81807694,81.0
0.63261422,0.81630711,79.0
0.57709159,0.78854579,81.0
0.54877444,0.77438722,81.0
0.56685019,0.78342509,81.0
0.57105202,0.78552601,79.0
0.61792748,0.80896374,81.0
0.56650402,0.78325201,72.0
0.61298006,0.80649003,79.0
0.48642005,0.74321003,69.0
0.633028,0.816514,80.0
0.53059189,0.76529594,84.0
0.60690528,0.80345264,80.0
0.59152041,0.79576021,71.0
0.53700024,0.76850012,82.0
0.59375659,0.7968783,78.0
0.55941019,0.7797051,74.0
0.49623939,0.74811969,72.0
0.64412399,0.822062,83.0
0.6713845,0.83569225,85.0
0.51052016,0.75526008,77.0
0.4816112,0.7408056,67.0
0.6828014,0.8414007,79.0
0.66911032,0.83455516,84.0
0.57358297,0.78679148,79.0
0.57045484,0.78522742,79.0
0.61676508,0.80838254,82.0
0.6084531,0.80422655,85.0
0.56202116,0.78101058,76.0
0.63474683,0.81737341,85.0
0.63795657,0.81897829,86.0
0.54914462,0.77457231,80.0
0.47604891,0.73802446,68.0
0.50632437,0.75316219,71.0
0.63221076,0.81610538,78.0
0.57716193,0.78858097,79.0
0.59178942,0.79589471,73.0
0.59547452,0.79773726,78.0
0.54259988,0.77129994,80.0
0.68361054,0.84180527,88.0
0.59250751,0.79625376,81.0
0.54694381,0.7734719,73.0
0.52983253,0.76491626,70.0
0.48844547,0.74422274,77.0
0.52322223,0.76161112,78.0
0.6993488,0.8496744,91.0
0.63550551,0.81775276,87.0
0.69466587,0.84733294,83.0
0.65943363,0.82971682,88.0
0.61961346,0.80980673,86.0
0.67856494,0.83928247,79.0
0.65997872,0.82998936,81.0
0.68644902,0.84322451,83.0
0.5248087,0.76240435,76.0
0.59188963,0.79594481,85.0
0.61362214,0.80681107,79.0
0.60644798,0.80322399,83.0
0.58332385,0.79166193,77.0
0.58332385,0.79166193,80.0
0.6066389,0.80331945,84.0
0.70933191,0.85466596,83.0
0.63055552,0.81527776,84.0
0.60730311,0.80365156,86.0
0.57968956,0.78984478,78.0
0.6710443,0.83552215,81.0
0.50665686,0.75332843,70.0
0.51885257,0.75942628,72.0
0.58879996,0.79439998,75.0
0.62903252,0.81451626,76.0
0.55388882,0.77694441,77.0
0.51278782,0.75639391,78.0
0.48826507,0.74413254,80.0
0.4095879,0.70479395,74.0
0.41317067,0.70658533,72.0
0.4345719,0.71728595,78.0
0.40818248,0.70409124,73.0
0.42684366,0.71342183,73.0
0.39097648,0.69548824,66.0
0.48580936,0.74290468,71.0
0.64878564,0.82439282,84.0
0.57967446,0.78983723,80.0
0.53714487,0.76857243,70.0
0.54799486,0.77399743,79.0
0.63847635,0.81923817,87.0
0.69903053,0.84951526,85.0
0.58920898,0.79460449,76.0
0.6532343,0.82661715,82.0
0.67676069,0.83838035,83.0
0.66830655,0.83415328,82.0
0.61241614,0.80620807,76.0
0.58735985,0.79367993,74.0
0.54852652,0.77426326,80.0
0.60732099,0.8036605,79.0
0.71527323,0.85763662,77.0
0.7097894,0.8548947,90.0
0.6265398,0.8132699,82.0
0.51316339,0.7565817,69.0
0.66918727,0.83459364,84.0
0.67824071,0.83912035,84.0
0.70160137,0.85080069,85.0
0.53832873,0.76916437,79.0
0.55422251,0.77711126,78.0
0.77314786,0.88657393,89.0
0.82393429,0.91196715,91.0
0.80711698,0.90355849,92.0
0.85127016,0.92563508,90.0
0.65076191,0.82538096,88.0
0.66837498,0.83418749,78.0
0.66550322,0.83275161,89.0
0.63666667,0.81833333,75.0
0.50918317,0.75459158,74.0
0.5310777,0.76553885,82.0
0.52902347,0.76451174,83.0
0.64419147,0.82209574,83.0
0.62947711,0.81473856,92.0
0.57841246,0.78920623,78.0
0.60064127,0.80032064,87.0
0.65848334,0.82924167,87.0
0.62657085,0.81328542,78.0
0.60735127,0.80367563,82.0
0.60839415,0.80419707,75.0
0.53550124,0.76775062,82.0
0.54402513,0.77201256,72.0
0.62085735,0.81042867,76.0
0.57887295,0.78943648,77.0
0.51744267,0.75872133,77.0
0.51495663,0.75747832,73.0
0.56102117,0.78051058,75.0
0.51030493,0.75515247,73.0
0.64312676,0.82156338,86.0
0.63545154,0.81772577,87.0
0.52995556,0.76497778,74.0
0.5449927,0.77249635,71.0
0.48656724,0.74328362,75.0
0.53956644,0.76978322,75.0
0.54201017,0.77100508,78.0
0.55373667,0.77686833,78.0
0.55589386,0.77794693,79.0
0.56471437,0.78235719,77.0
0.57894641,0.78947321,82.0
0.52888221,0.7644411,82.0
0.58881786,0.79440893,82.0
0.5938907,0.79694535,79.0
0.61036122,0.80518061,79.0
0.59580067,0.79790033,74.0
0.52153139,0.76076569,78.0
0.56551598,0.78275799,78.0
0.61831403,0.80915702,80.0
0.63699863,0.81849932,79.0
0.61181463,0.80590731,91.0
0.57983453,0.78991726,77.0
0.65896171,0.82948086,83.0
0.48934286,0.74467143,61.0
0.46125069,0.73062535,75.0
0.49456724,0.74728362,84.0
0.50838712,0.75419356,79.0
0.61005398,0.80502699,76.0
0.68435344,0.84217672,78.0
0.71090617,0.85545309,86.0
0.68928832,0.84464416,85.0
0.63209884,0.81604942,85.0
0.62963481,0.8148174,86.0
0.63141196,0.81570598,83.0
0.58237053,0.79118527,79.0
0.62253494,0.81126747,80.0
0.61636302,0.80818151,81.0
0.54986257,0.77493128,73.0
0.55938361,0.77969181,88.0
0.70516055,0.85258027,82.0
0.56763528,0.78381764,83.0
0.55389727,0.77694863,73.0
0.53018433,0.76509217,78.0
0.61651474,0.80825737,74.0
0.58589545,0.79294773,77.0
0.52962304,0.76481152,66.0
0.54490383,0.77245191,79.0
0.62961043,0.81480522,79.0
0.62970919,0.81485459,79.0
0.60068872,0.80034436,85.0
0.76439737,0.88219869,91.0
0.6506001,0.82530005,79.0
0.58425988,0.79212994,84.0
0.61276043,0.80638022,84.0
0.55141913,0.77570956,73.0
0.56365557,0.78182779,81.0
0.58465963,0.79232981,82.0
0.5082404,0.7541202,77.0
0.50502019,0.75251009,70.0
0.60615346,0.80307673,79.0
0.6177732,0.8088866,84.0
0.51836948,0.75918474,74.0
0.6003793,0.80018965,70.0
0.55870028,0.77935014,83.0
0.60872764,0.80436382,79.0
0.61440797,0.80720398,74.0
0.61440797,0.80720398,84.0
0.48840121,0.74420061,72.0
0.3956166,0.6978083,64.0
0.44756928,0.72378464,74.0
0.52034445,0.76017223,82.0
0.61062182,0.80531091,78.0
0.55285448,0.77642724,73.0
0.55776721,0.7788836,71.0
0.4939313,0.74696565,76.0
0.65681968,0.82840984,78.0
0.60357344,0.80178672,73.0
0.55679255,0.77839627,82.0
0.59904736,0.79952368,83.0
0.49629312,0.74814656,79.0
0.50934263,0.75467132,76.0
0.48959876,0.74479938,74.0
0.50732828,0.75366414,69.0
0.483356,0.741678,75.0
0.46730055,0.73365027,71.0
0.63459659,0.8172983,81.0
0.62156408,0.81078204,77.0
0.6061211,0.80306055,83.0
0.67557031,0.83778515,84.0
0.4978341,0.74891705,80.0
0.70175147,0.85087574,91.0
0.69791482,0.84895741,86.0
0.70083514,0.85041757,89.0
0.67599899,0.8379995,83.0
0.65075099,0.8253755,81.0
0.64033924,0.82016962,81.0
0.57307852,0.78653926,81.0
0.5299368,0.7649684,73.0
0.5365156,0.7682578,78.0
0.47498183,0.73749092,71.0
0.47029458,0.73514729,73.0
0.4951951,0.74759755,72.0
0.6343342,0.8171671,82.0
0.59498768,0.79749384,81.0
0.59525531,0.79762765,81.0
0.61775256,0.80887628,80.0
0.55722188,0.77861094,83.0
0.63937766,0.81968883,74.0
0.54463045,0.77231522,75.0
0.54738943,0.77369472,77.0
0.65413602,0.82706801,80.0
0.72481516,0.86240758,87.0
0.727874,0.863937,85.0
0.47340935,0.73670467,85.0
0.44254052,0.72127026,69.0
0.5303914,0.7651957,74.0
0.53427631,0.76713815,79.0
0.53198021,0.7659901,77.0
0.52876478,0.76438239,82.0
0.51760741,0.7588037,75.0
0.53303413,0.76651706,76.0
0.53805974,0.76902987,76.0
0.48463589,0.74231794,69.0
0.47554467,0.73777233,74.0
0.48374677,0.74187338,75.0
0.71046096,0.85523048,94.0
0.63880708,0.81940354,84.0
0.55568464,0.77784232,78.0
0.6225133,0.81125665,88.0
0.55150045,0.77575022,84.0
0.4803575,0.74017875,73.0
0.45067694,0.72533847,72.0
0.47723282,0.73861641,78.0
0.52338923,0.76169461,73.0
0.50465405,0.75232702,72.0
0.68683061,0.84341531,80.0
0.66471121,0.8323556,80.0
0.70871407,0.85435703,86.0
0.70871407,0.85435703,86.0
0.6824277,0.84121385,94.0
0.6799002,0.8399501,83.0
0.62141169,0.81070585,84.0
0.62141169,0.81070585,84.0
0.61148817,0.80574408,83.0
0.56823025,0.78411512,79.0
0.58648344,0.79324172,76.0
0.61541107,0.80770554,79.0
0.55409291,0.77704645,77.0
0.53788696,0.76894348,79.0
0.53826107,0.76913054,76.0
0.61019183,0.80509591,80.0
0.70930909,0.85465455,91.0
0.72394461,0.8619723,89.0
0.71205056,0.85602528,79.0
0.57592535,0.78796267,80.0
0.62835407,0.81417703,75.0
0.56212992,0.78106496,71.0
0.61801064,0.80900532,85.0
0.63268947,0.81634473,84.0
0.43754483,0.71877242,69.0
0.46741844,0.73370922,77.0
0.48930063,0.74465031,69.0
0.53729203,0.76864602,85.0
0.61043196,0.80521598,73.0
0.65361849,0.82680925,78.0
0.51624109,0.75812055,81.0
0.50635398,0.75317699,80.0
0.60261343,0.80130671,82.0
0.60732537,0.80366268,80.0
0.56635585,0.78317792,69.0
0.56159153,0.78079577,73.0
0.63825805,0.81912902,86.0
0.47853154,0.73926577,76.0
0.56474088,0.78237044,74.0
0.61507558,0.80753779,73.0
0.61067261,0.8053363,85.0
0.64947263,0.82473631,82.0
0.54116621,0.7705831,79.0
0.53830797,0.76915398,69.0
0.48308066,0.74154033,69.0
0.48640377,0.74320189,69.0
0.58574054,0.79287027,76.0
0.53001275,0.76500637,82.0
0.54101146,0.77050573,73.0
0.66980254,0.83490127,85.0
0.59902079,0.79951039,78.0
0.60025609,0.80012805,79.0
0.68391884,0.84195942,79.0
0.68161449,0.84080725,85.0
0.56824426,0.78412213,79.0
0.55142759,0.77571379,73.0
0.61261553,0.80630776,82.0
0.62293758,0.81146879,86.0
0.6256385,0.81281925,83.0
0.58366964,0.79183482,74.0
0.62993283,0.81496641,80.0
0.57237996,0.78618998,72.0
0.60089752,0.80044876,78.0
0.6321011,0.81605055,83.0
0.61719615,0.80859808,82.0
0.63470404,0.81735202,83.0
0.56363838,0.78181919,81.0
0.62388228,0.81194114,85.0
0.65057607,0.82528803,78.0
0.62571148,0.81285574,79.0
0.63293716,0.81646858,83.0
0.62802046,0.81401023,85.0
0.4672175,0.73360875,74.0
0.66952374,0.83476187,88.0
0.68286946,0.84143473,82.0
0.58996251,0.79498125,83.0
0.63148877,0.81574438,79.0
0.64261505,0.82130752,89.0
0.57449998,0.78724999,86.0
0.62329025,0.81164512,83.0
0.70630429,0.85315215,86.0
0.4123498,0.7061749,69.0
0.70790261,0.8539513,85.0
0.72259142,0.86129571,88.0
0.72533903,0.86266952,85.0
0.62155685,0.81077843,75.0
0.59628458,0.79814229,83.0
0.55174928,0.77587464,76.0
0.53324734,0.76662367,78.0
0.45824216,0.72912108,72.0
0.47508774,0.73754387,78.0
0.69164115,0.84582058,90.0
0.59394479,0.79697239,82.0
0.57080858,0.78540429,81.0
0.56029857,0.78014929,87.0
0.61248238,0.80624119,76.0
0.65022003,0.82511001,82.0
0.65195901,0.8259795,81.0
0.55249857,0.77624929,79.0
0.66485649,0.83242825,82.0
0.55782145,0.77891072,82.0
0.55782145,0.77891072,78.0
0.55415075,0.77707538,72.0
0.64520555,0.82260278,77.0
0.65525335,0.82762668,80.0
0.64796368,0.82398184,81.0
0.65552515,0.82776258,90.0
0.6029099,0.80145495,81.0
0.58144401,0.79072201,77.0
0.62923317,0.81461659,81.0
0.62594325,0.81297162,77.0
0.67687388,0.83843694,80.0
0.6676988,0.8338494,82.0
0.49844014,0.74922007,76.0
0.65726469,0.82863235,82.0
0.49657055,0.74828527,71.0
0.54243666,0.77121833,77.0
0.55255692,0.77627846,69.0
0.51300731,0.75650366,71.0
0.51485625,0.75742812,78.0
0.48175971,0.74087986,79.0
0.45986241,0.72993121,79.0
0.59204559,0.7960228,79.0
0.560845,0.7804225,76.0
0.60299483,0.80149742,81.0
0.45317703,0.72658851,68.0
0.63451471,0.81725735,79.0
0.5936072,0.7968036,79.0
0.55648231,0.77824115,75.0
0.53243021,0.76621511,87.0
0.56691455,0.78345727,80.0
0.43860382,0.71930191,69.0
0.46839783,0.73419892,81.0
0.48808036,0.74404018,70.0
0.50593483,0.75296742,71.0
0.53759964,0.76879982,77.0
0.53496148,0.76748074,77.0
0.52858874,0.76429437,71.0
0.57182963,0.78591482,84.0
0.77251739,0.88625869,88.0
0.77233069,0.88616535,95.0
0.60860895,0.80430447,82.0
0.58137085,0.79068542,81.0
0.64012719,0.82006359,84.0
0.52270546,0.76135273,72.0
0.53342107,0.76671053,77.0
0.58493036,0.79246518,88.0
0.61291688,0.80645844,78.0
0.60428438,0.80214219,88.0
0.57898418,0.78949209,80.0
0.61659876,0.80829938,80.0
0.63025971,0.81512986,82.0
0.53094625,0.76547313,79.0
0.62045333,0.81022666,78.0
0.61741655,0.80870827,77.0
0.65778633,0.82889317,85.0
0.6452346,0.8226173,80.0
0.64804318,0.82402159,80.0
0.58831519,0.7941576,80.0
0.63553034,0.81776517,76.0
0.64746538,0.82373269,92.0
0.53536643,0.76768322,72.0
0.68427611,0.84213805,81.0
0.59812561,0.79906281,75.0
0.60926083,0.80463041,78.0
0.7152237,0.85761185,88.0
0.44405797,0.72202899,74.0
0.41314273,0.70657137,69.0
0.40882494,0.70441247,74.0
0.41275295,0.70637647,76.0
0.39866863,0.69933432,61.0
0.41726453,0.70863226,67.0
0.41968006,0.70984003,70.0
0.38219474,0.69109737,68.0
0.35650536,0.67825268,66.0
0.39441234,0.69720617,74.0
0.76856786,0.88428393,78.0
0.76840617,0.88420308,87.0
0.80067187,0.90033593,93.0
0.76224416,0.88112208,85.0
0.54112208,0.77056104,81.0
0.44462546,0.72231273,79.0
0.41277871,0.70638936,65.0
0.73493202,0.86746601,84.0
0.57780187,0.78890093,81.0
0.69886164,0.84943082,83.0
0.68088493,0.84044246,82.0
0.60503155,0.80251577,80.0
0.5827251,0.79136255,84.0
0.53510093,0.76755047,81.0
0.64752292,0.82376146,86.0
0.59851145,0.79925573,81.0
0.45436114,0.72718057,74.0
0.46347254,0.73173627,74.0
0.53924288,0.76962144,85.0
0.62976454,0.81488227,75.0
0.52658536,0.76329268,77.0
0.49378023,0.74689012,74.0
0.57968561,0.78984281,85.0
0.57785765,0.78892883,74.0
0.58114864,0.79057432,77.0
0.62352082,0.81176041,82.0
0.56995137,0.78497569,87.0
0.57187231,0.78593615,86.0
0.56608381,0.7830419,79.0
0.6203939,0.81019695,85.0
0.60324478,0.80162239,79.0
0.50895843,0.75447921,80.0
0.4889956,0.7444978,73.0
0.51194227,0.75597114,67.0
0.4886359,0.74431795,73.0
0.50251518,0.75125759,78.0
0.4838079,0.74190395,75.0
0.50395403,0.75197702,79.0
0.55744905,0.77872452,72.0
0.58220122,0.79110061,74.0
0.56352489,0.78176244,86.0
0.63263759,0.8163188,85.0
0.57883712,0.78941856,79.0
0.63975097,0.81987548,85.0
0.51081903,0.75540951,76.0
0.57366687,0.78683343,85.0
0.60687544,0.80343772,77.0
0.5502352,0.7751176,82.0
0.64841413,0.82420707,75.0
0.56545133,0.78272567,73.0
0.56366577,0.78183288,80.0
0.65421801,0.82710901,90.0
0.64008993,0.82004497,84.0
0.60282975,0.80141487,87.0
0.58294866,0.79147433,79.0
0.55312679,0.7765634,86.0
0.63422101,0.81711051,79.0
0.69161041,0.8458052,88.0
0.55535917,0.77767959,71.0
0.6124193,0.80620965,78.0
0.5677587,0.78387935,82.0
0.60613957,0.80306978,80.0
0.43091315,0.71545657,77.0
0.41202554,0.70601277,62.0
0.48543308,0.74271654,72.0
0.47238571,0.73619286,77.0
0.4503139,0.72515695,74.0
0.54798619,0.7739931,80.0
0.55698605,0.77849302,80.0
0.58841769,0.79420885,82.0
0.47217531,0.73608765,76.0
0.58408415,0.79204207,77.0
0.58469507,0.79234753,75.0
0.60989777,0.80494889,82.0
0.54272344,0.77136172,77.0
0.55203359,0.7760168,78.0
0.6027224,0.8013612,83.0
0.56073197,0.78036598,78.0
0.52409865,0.76204932,67.0
0.56838017,0.78419009,81.0
0.57165424,0.78582712,77.0
0.42937154,0.71468577,73.0
0.43792742,0.71896371,67.0
0.41423797,0.70711899,81.0
0.42195748,0.71097874,66.0
0.44201067,0.72100533,74.0
0.43349116,0.71674558,66.0
0.40835399,0.704177,60.0
0.77126094,0.88563047,89.0
0.75572719,0.87786359,89.0
0.73777356,0.86888678,86.0
0.61897102,0.80948551,81.0
0.69398245,0.84699122,87.0
0.68793268,0.84396634,82.0
0.44947316,0.72473658,61.0
0.44169985,0.72084993,70.0
0.69812037,0.84906019,88.0
0.5160684,0.7580342,69.0
0.61493078,0.80746539,87.0
0.53241265,0.76620632,83.0
0.52704953,0.76352477,78.0
0.53507491,0.76753746,75.0
0.67692651,0.83846326,89.0
0.64067127,0.82033564,87.0
0.54240295,0.77120148,80.0
0.53454648,0.76727324,73.0
0.69335254,0.84667627,86.0
0.54560409,0.77280204,68.0
0.65257784,0.82628892,77.0
0.53150853,0.76575426,73.0
0.64985861,0.8249293,81.0
0.64046159,0.8202308,82.0
0.66414081,0.8320704,80.0
0.60180784,0.80090392,84.0
0.53711888,0.76855944,85.0
0.54138956,0.77069478,80.0
0.6093937,0.80469685,76.0
0.57679889,0.78839944,83.0
0.63904844,0.81952422,83.0
0.51201483,0.75600741,77.0
0.50411111,0.75205555,74.0
0.51190081,0.7559504,75.0
0.64656636,0.82328318,82.0
0.65864866,0.82932433,78.0
0.53976704,0.76988352,80.0
0.53243627,0.76621814,73.0
0.63141842,0.81570921,74.0
0.61757314,0.80878657,85.0
0.6221685,0.81108425,77.0
0.60448211,0.80224106,83.0
0.61568036,0.80784018,79.0
0.61568036,0.80784018,87.0
0.61258859,0.80629429,73.0
0.58134508,0.79067254,75.0
0.58386768,0.79193384,82.0
0.58264661,0.7913233,76.0
0.58264661,0.7913233,78.0
0.64938509,0.82469255,81.0
0.56649713,0.78324857,77.0
0.5334484,0.7667242,83.0
0.54769445,0.77384723,76.0
0.58437172,0.79218586,74.0
0.63052475,0.81526237,82.0
0.74485779,0.87242889,90.0
0.46752493,0.73376246,74.0
0.44905853,0.72452926,71.0
0.4552027,0.72760135,67.0
0.51205622,0.75602811,69.0
0.49815698,0.74907849,82.0
0.57732909,0.78866455,71.0
0.59022991,0.79511495,83.0
0.73129361,0.86564681,90.0
0.74894597,0.87447299,86.0
0.60204518,0.80102259,83.0
0.60209265,0.80104632,73.0
0.54377489,0.77188744,80.0
0.54131751,0.77065875,73.0
0.66961873,0.83480936,79.0
0.54277641,0.77138821,76.0
0.54357759,0.77178879,77.0
0.67850684,0.83925342,87.0
0.66959784,0.83479892,83.0
0.66791987,0.83395994,79.0
0.66369792,0.83184896,92.0
0.68252066,0.84126033,84.0
0.67587142,0.83793571,86.0
0.681842,0.840921,88.0
0.66766281,0.8338314,86.0
0.61865558,0.80932779,88.0
0.54681863,0.77340931,78.0
0.5636152,0.7818076,81.0
0.5618125,0.78090625,79.0
0.58404832,0.79202416,77.0
0.60337379,0.8016869,81.0
